anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes
2023-2024 Inicio,05H00803,UNIDAD EDUCATIVA JUAN SALINAS,COTOPAXI,5,SIGCHOS,507,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,22
2023-2024 Inicio,07H00658,UNIDAD EDUCATIVA JUAN SEMIGLIA,EL ORO,7,EL GUABO,706,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,15
2023-2024 Inicio,18H00452,UNIDAD EDUCATIVA JULIO C LARREA,TUNGURAHUA,18,QUERO,1806,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,27
2023-2024 Inicio,18H00209,UNIDAD EDUCATIVA JULIO ENRIQUE FERNANDEZ,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,43
2023-2024 Inicio,11H01292,UNIDAD EDUCATIVA JULIO ISAAC ESPINOSA OCHOA,LOJA,11,PUYANGO,1110,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,70
2023-2024 Inicio,23H00833,UNIDAD EDUCATIVA JULIO JARAMILLO LAURIDO,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,50
2023-2024 Inicio,01H00037,UNIDAD EDUCATIVA JULIO MARIA MATOVELLE,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,33
2023-2024 Inicio,23H00295,UNIDAD EDUCATIVA JULIO MORENO ESPINOSA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,474
2023-2024 Inicio,09H04211,UNIDAD EDUCATIVA JULIO PIMENTEL CARBO,GUAYAS,9,MILAGRO,910,Educación General Básica y Bachillerato,Fiscal,29
2023-2024 Inicio,12H01598,UNIDAD EDUCATIVA JUNIN,LOS RIOS,12,BUENA FE,1210,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,28
2023-2024 Inicio,09H04926,UNIDAD EDUCATIVA JUNQUILLAL,GUAYAS,9,SALITRE,919,Educación General Básica y Bachillerato,Fiscal,129
2023-2024 Inicio,02H00338,UNIDAD EDUCATIVA JUNTA NUEVA,LOS RIOS,12,BABAHOYO,1201,Educación General Básica y Bachillerato,Fiscal,14
2023-2024 Inicio,23H00171,UNIDAD EDUCATIVA KASAMA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,294
2023-2024 Inicio,13H05415,UNIDAD EDUCATIVA KERLLY ANNABEL TORRES CEDEÑO,MANABI,13,MONTECRISTI,1309,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,67
2023-2024 Inicio,13H05367,UNIDAD EDUCATIVA KERLY SOLANGE QUIJIJE MERO,MANABI,13,MONTECRISTI,1309,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,20
2023-2024 Inicio,09H04196,UNIDAD EDUCATIVA LA ALBORADA,GUAYAS,9,MILAGRO,910,Educación General Básica y Bachillerato,Fiscal,177
2023-2024 Inicio,02H00691,UNIDAD EDUCATIVA LA ANGELICA,BOLIVAR,2,CHILLANES,202,Educación General Básica y Bachillerato,Fiscal,21
2023-2024 Inicio,02H00363,UNIDAD EDUCATIVA LA ASUNCION,BOLIVAR,2,CHIMBO,203,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,18
2023-2024 Inicio,22H00485,UNIDAD EDUCATIVA LA BELLEZA,ORELLANA,22,ORELLANA,2201,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,13
2023-2024 Inicio,08H01182,UNIDAD EDUCATIVA LA CONCORDIA,SANTO DOMINGO DE LOS TSACHILAS,23,LA CONCORDIA,2302,Educación General Básica y Bachillerato,Fiscal,419
2023-2024 Inicio,09H01765,UNIDAD EDUCATIVA LA CONSOLATA,GUAYAS,9,GUAYAQUIL,901,Educación General Básica y Bachillerato,Particular,60
2023-2024 Inicio,09H00987,UNIDAD EDUCATIVA LA FLORIDA,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Particular,64
2023-2024 Inicio,12H01064,UNIDAD EDUCATIVA LA INDUSTRIA,LOS RIOS,12,URDANETA,1206,Educación General Básica y Bachillerato,Fiscal,19
2023-2024 Inicio,01H00035,UNIDAD EDUCATIVA LA INMACULADA,AZUAY,1,CUENCA,101,Educación General Básica y Bachillerato,Fiscal,73
2023-2024 Inicio,05H00097,UNIDAD EDUCATIVA LA INMACULADA,COTOPAXI,5,LATACUNGA,501,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,71
2023-2024 Inicio,05H00347,UNIDAD EDUCATIVA LA INMACULADA,COTOPAXI,5,PANGUA,503,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,28
2023-2024 Inicio,18H00136,UNIDAD EDUCATIVA LA INMACULADA,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Particular,103
2023-2024 Inicio,09H04007,UNIDAD EDUCATIVA LA INMACULADA CONCEPCION,GUAYAS,9,EL TRIUNFO,909,"Educación Inicial, Educación General Básica y Bachillerato",Particular,15
2023-2024 Inicio,13H00145,UNIDAD EDUCATIVA LA LIBERTAD,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,24H00214,UNIDAD EDUCATIVA LA LIBERTAD,SANTA ELENA,24,LA LIBERTAD,2402,Educación General Básica y Bachillerato,Fiscal,317
2023-2024 Inicio,02H00374,UNIDAD EDUCATIVA LA MAGDALENA,BOLIVAR,2,CHIMBO,203,Educación General Básica y Bachillerato,Fiscal,38
2023-2024 Inicio,05H00245,UNIDAD EDUCATIVA LA MANA,COTOPAXI,5,LA MANA,502,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,268
2023-2024 Inicio,21H00671,UNIDAD EDUCATIVA LA MERCED,SUCUMBIOS,21,SUCUMBIOS,2105,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,01H01132,UNIDAD EDUCATIVA LA PAZ,AZUAY,1,NABON,104,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,21
2023-2024 Inicio,04H00383,UNIDAD EDUCATIVA LA PAZ,CARCHI,4,MONTUFAR,405,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,25
2023-2024 Inicio,11H00016,UNIDAD EDUCATIVA LA PORCIUNCULA,LOJA,11,LOJA,1101,"Educación Inicial, Educación General Básica y Bachillerato",Particular,46
2023-2024 Inicio,06H00080,UNIDAD EDUCATIVA LA PROVIDENCIA,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Particular,22
2023-2024 Inicio,06H00162,UNIDAD EDUCATIVA LA SALLE,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Particular,104
2023-2024 Inicio,08H00485,UNIDAD EDUCATIVA LA TOLA,ESMERALDAS,8,ELOY ALFARO,802,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,18
2023-2024 Inicio,08H01087,UNIDAD EDUCATIVA LA UNION,ESMERALDAS,8,QUININDE,804,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,103
2023-2024 Inicio,13H05412,UNIDAD EDUCATIVA LA UNION,MANABI,13,SANTA ANA,1313,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,41
2023-2024 Inicio,09H04908,UNIDAD EDUCATIVA LA VICTORIA,GUAYAS,9,SALITRE,919,Educación General Básica y Bachillerato,Fiscal,60
2023-2024 Inicio,10H00073,UNIDAD EDUCATIVA LA VICTORIA,IMBABURA,10,IBARRA,1001,"Educación Inicial, Educación General Básica y Bachillerato",Particular,33
2023-2024 Inicio,18H00128,UNIDAD EDUCATIVA LAS AMERICAS,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,80
2023-2024 Inicio,23H00284,UNIDAD EDUCATIVA LAS DELICIAS,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,111
2023-2024 Inicio,13H05406,UNIDAD EDUCATIVA LAS MERCEDES,MANABI,13,24 DE MAYO,1316,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,28
2023-2024 Inicio,02H00735,UNIDAD EDUCATIVA LAS NAVES,BOLIVAR,2,LAS NAVES,207,Educación General Básica y Bachillerato,Fiscal,82
2023-2024 Inicio,01H01512,UNIDAD EDUCATIVA LAS PALMAS,AZUAY,1,SEVILLA DE ORO,113,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,27
2023-2024 Inicio,11H01406,UNIDAD EDUCATIVA LATACUNGA,LOJA,11,SARAGURO,1111,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,14
2023-2024 Inicio,09H05088,UNIDAD EDUCATIVA LAURA VICUÑA,GUAYAS,9,PLAYAS,921,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,27
2023-2024 Inicio,09H03369,UNIDAD EDUCATIVA LAUREL,GUAYAS,9,DAULE,906,Educación General Básica y Bachillerato,Fiscal,171
2023-2024 Inicio,11H00080,UNIDAD EDUCATIVA LAURO DAMERVAL AYORA,LOJA,11,LOJA,1101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,64
2023-2024 Inicio,11H01199,UNIDAD EDUCATIVA LAURO GUERRERO BECERRA,LOJA,11,PALTAS,1109,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,13
2023-2024 Inicio,12H01559,UNIDAD EDUCATIVA LAUTARO ASPIAZU SEDEÑO,LOS RIOS,12,PALENQUE,1209,Educación General Básica y Bachillerato,Fiscal,145
2023-2024 Inicio,11H01279,UNIDAD EDUCATIVA LAUTARO VICENTE LOAYZA,LOJA,11,PUYANGO,1110,Educación General Básica y Bachillerato,Fiscal,19
2023-2024 Inicio,11H01552,UNIDAD EDUCATIVA LAZARO CARDENAS,LOJA,11,ZAPOTILLO,1113,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,14
2023-2024 Inicio,12H00981,UNIDAD EDUCATIVA LCD MANUEL VITERI CAMACHO,LOS RIOS,12,QUEVEDO,1205,Educación General Básica y Bachillerato,Fiscal,88
2023-2024 Inicio,05H00030,UNIDAD EDUCATIVA LENIN SCHOOL,COTOPAXI,5,LATACUNGA,501,Educación General Básica y Bachillerato,Particular,8
2023-2024 Inicio,08H00372,UNIDAD EDUCATIVA LEON DE FEBRES CORDERO,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,32
2023-2024 Inicio,12H00686,UNIDAD EDUCATIVA LEON DE FEBRES CORDERO,LOS RIOS,12,PUEBLOVIEJO,1204,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,58
2023-2024 Inicio,04H00263,UNIDAD EDUCATIVA LEON RUALES,CARCHI,4,MIRA,404,"Educación Inicial, Educación General Básica y Bachillerato",Fiscomisional,51
2023-2024 Inicio,13H01064,UNIDAD EDUCATIVA LEONARDO MESIAS ZAMBRANO,MANABI,13,CHONE,1303,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,18H00982,UNIDAD EDUCATIVA LEONARDO MURIALDO,TUNGURAHUA,18,AMBATO,1801,Educación General Básica y Bachillerato,Fiscomisional,58
2023-2024 Inicio,09H05156,UNIDAD EDUCATIVA LEONARDO RAMIREZ AMPUERO,GUAYAS,9,NOBOL,925,Educación General Básica y Bachillerato,Municipal,21
2023-2024 Inicio,01H00477,UNIDAD EDUCATIVA LEONCIO CORDERO JARAMILLO,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,28
2023-2024 Inicio,06H00222,UNIDAD EDUCATIVA LEONTIEV VIGOTSKY,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Particular,67
2023-2024 Inicio,04H00241,UNIDAD EDUCATIVA LIBERTAD,CARCHI,4,ESPEJO,403,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,35
2023-2024 Inicio,08H02401,UNIDAD EDUCATIVA LIBERTAD DE TIMBRE,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,01H01559,UNIDAD EDUCATIVA LIBERTADOR BOLIVAR,AZUAY,1,CAMILO PONCE ENRIQUEZ,115,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,57
2023-2024 Inicio,17H02595,UNIDAD EDUCATIVA LIBERTADOR SIMON BOLIVAR,PICHINCHA,17,PUERTO QUITO,1709,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,63
2023-2024 Inicio,12H01313,UNIDAD EDUCATIVA LIC RAFAEL SOTOMAYOR GALLARDO,LOS RIOS,12,VINCES,1208,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,56
2023-2024 Inicio,13H01433,UNIDAD EDUCATIVA LIC. CARLOS VELEZ VERDUGA,MANABI,13,EL CARMEN,1304,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,75
2023-2024 Inicio,09H04194,UNIDAD EDUCATIVA LICEO CRISTIANO DE MILAGRO,GUAYAS,9,MILAGRO,910,Educación General Básica y Bachillerato,Particular,22
2023-2024 Inicio,24H00190,UNIDAD EDUCATIVA LICEO CRISTIANO PENINSULAR,SANTA ELENA,24,LA LIBERTAD,2402,"Educación Inicial, Educación General Básica y Bachillerato",Particular,104
2023-2024 Inicio,20H00007,UNIDAD EDUCATIVA LICEO GALÁPAGOS,GALAPAGOS,20,SAN CRISTOBAL,2001,Educación General Básica y Bachillerato,Fiscal,24
2023-2024 Inicio,18H00482,UNIDAD EDUCATIVA LICEO JOAQUIN ARIAS,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,98
2023-2024 Inicio,17H00232,UNIDAD EDUCATIVA LICEO POLICIAL,PICHINCHA,17,QUITO,1701,Educación General Básica y Bachillerato,Fiscal,178
2023-2024 Inicio,06H00358,UNIDAD EDUCATIVA LICTO,CHIMBORAZO,6,RIOBAMBA,601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,83
2023-2024 Inicio,14H00193,UNIDAD EDUCATIVA LIMÓN,MORONA SANTIAGO,14,LIMON INDANZA,1403,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,49
2023-2024 Inicio,14H00438,UNIDAD EDUCATIVA LOGROÑO,MORONA SANTIAGO,14,LOGROÑO,1410,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,40
2023-2024 Inicio,04H00171,UNIDAD EDUCATIVA LOS ANDES,CARCHI,4,BOLIVAR,402,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,6
2023-2024 Inicio,10H00130,UNIDAD EDUCATIVA LOS ARRAYANES,IMBABURA,10,IBARRA,1001,"Educación Inicial, Educación General Básica y Bachillerato",Particular,22
2023-2024 Inicio,12H01095,UNIDAD EDUCATIVA LOS BABAHOYOS,LOS RIOS,12,VENTANAS,1207,Educación General Básica y Bachillerato,Fiscal,51
2023-2024 Inicio,03H00142,UNIDAD EDUCATIVA LOS CAÑARIS,CAÑAR,3,AZOGUES,301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,23
2023-2024 Inicio,09H04183,UNIDAD EDUCATIVA LOS CHIRIJOS,GUAYAS,9,MILAGRO,910,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,14
2023-2024 Inicio,09H06690,UNIDAD EDUCATIVA LOS DELFINES,GUAYAS,9,DAULE,906,"Educación Inicial, Educación General Básica y Bachillerato",Particular,117
2023-2024 Inicio,12H00784,UNIDAD EDUCATIVA LOS GUAYACANES,LOS RIOS,12,QUEVEDO,1205,Educación General Básica y Bachillerato,Fiscal,198
2023-2024 Inicio,09H05572,UNIDAD EDUCATIVA LOS LOJAS,GUAYAS,9,DAULE,906,Educación General Básica y Bachillerato,Particular,24
2023-2024 Inicio,05H00648,UNIDAD EDUCATIVA LUIS A MARTINEZ,COTOPAXI,5,SALCEDO,505,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,102
2023-2024 Inicio,18H00129,UNIDAD EDUCATIVA LUIS A MARTINEZ,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,252
2023-2024 Inicio,09H03441,UNIDAD EDUCATIVA LUIS ALFREDO GOMEZ GUTIERREZ,GUAYAS,9,DAULE,906,Educación General Básica y Bachillerato,Fiscal,27
2023-2024 Inicio,13H05359,UNIDAD EDUCATIVA LUIS ANTONIO BAILON MOREIRA,MANABI,13,MONTECRISTI,1309,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,13H00848,UNIDAD EDUCATIVA LUIS ANTONIO MONTESDEOCA,MANABI,13,BOLIVAR,1302,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,13
2023-2024 Inicio,13H04192,Unidad Educativa LUIS ARTURO CEVALLOS INTRIAGO,MANABI,13,JAMA,1320,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,31
2023-2024 Inicio,24H00265,UNIDAD EDUCATIVA LUIS AUGUSTO MENDOZA MOREIRA,SANTA ELENA,24,LA LIBERTAD,2402,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,133
2023-2024 Inicio,08H01259,UNIDAD EDUCATIVA LUIS CADENA,ESMERALDAS,8,SAN LORENZO,805,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,14
2023-2024 Inicio,03H00055,UNIDAD EDUCATIVA LUIS CORDERO,CAÑAR,3,AZOGUES,301,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,208
2023-2024 Inicio,13H00339,UNIDAD EDUCATIVA LUIS DUENAS VERA,MANABI,13,PORTOVIEJO,1301,Educación General Básica y Bachillerato,Fiscal,79
2023-2024 Inicio,09H02660,UNIDAD EDUCATIVA LUIS ENRIQUE MORALES ALFARO,GUAYAS,9,GUAYAQUIL,901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,60
2023-2024 Inicio,09H04345,UNIDAD EDUCATIVA LUIS ESPINOSA TAMAYO,GUAYAS,9,NARANJAL,911,Educación General Básica y Bachillerato,Fiscal,66
2023-2024 Inicio,18H00147,UNIDAD EDUCATIVA LUIS FELIPE BORJA,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,19H00030,UNIDAD EDUCATIVA LUIS FELIPE BORJA DEL ALCAZAR,ZAMORA CHINCHIPE,19,ZAMORA,1901,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,26
2023-2024 Inicio,13H04266,UNIDAD EDUCATIVA LUIS FELIPE CHAVEZ  76,MANABI,13,JARAMIJO,1321,"Educación Inicial, Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,162
2023-2024 Inicio,05H00855,UNIDAD EDUCATIVA LUIS FERNANDO RUIZ,COTOPAXI,5,LATACUNGA,501,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,233
2023-2024 Inicio,16H00053,UNIDAD EDUCATIVA LUIS FREIRE ROBALINO,PASTAZA,16,PASTAZA,1601,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,09H03041,UNIDAD EDUCATIVA LUIS GODIN,GUAYAS,9,BALZAR,904,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,31
2023-2024 Inicio,10H00139,UNIDAD EDUCATIVA LUIS LEORO FRANCO,IMBABURA,10,IBARRA,1001,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,84
2023-2024 Inicio,01H00140,UNIDAD EDUCATIVA LUIS MONSALVE POZO,AZUAY,1,CUENCA,101,Educación General Básica y Bachillerato,Fiscal,24
2023-2024 Inicio,10H00380,UNIDAD EDUCATIVA LUIS PLUTARCO CEVALLOS,IMBABURA,10,COTACACHI,1003,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,77
2023-2024 Inicio,23H00234,UNIDAD EDUCATIVA LUIS RIVADENEIRA ECHEVERRIA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,46
2023-2024 Inicio,01H00150,UNIDAD EDUCATIVA LUIS ROBERTO BRAVO,AZUAY,1,CUENCA,101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,39
2023-2024 Inicio,03H00076,UNIDAD EDUCATIVA LUIS ROGERIO GONZÁLEZ,CAÑAR,3,AZOGUES,301,"Educación General Básica, Bachillerato y Ofertas Intensivas",Fiscal,292
2023-2024 Inicio,08H00371,UNIDAD EDUCATIVA LUIS TELLO,ESMERALDAS,8,ESMERALDAS,801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,257
2023-2024 Inicio,19H00153,UNIDAD EDUCATIVA LUIS TUFIÑO,ZAMORA CHINCHIPE,19,CHINCHIPE,1902,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,8
2023-2024 Inicio,05H00284,UNIDAD EDUCATIVA LUIS ULPIANO DE LA TORRE,COTOPAXI,5,LA MANA,502,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,18
2023-2024 Inicio,23H00543,UNIDAD EDUCATIVA LUZ DE AMERICA,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,Educación General Básica y Bachillerato,Fiscal,172
2023-2024 Inicio,13H05402,UNIDAD EDUCATIVA LUZ DEL CAMPO,MANABI,13,EL CARMEN,1304,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,45
2023-2024 Inicio,01H00662,UNIDAD EDUCATIVA LUZ Y GUIA,AZUAY,1,CAMILO PONCE ENRIQUEZ,115,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,30
2023-2024 Inicio,11H01244,UNIDAD EDUCATIVA MACANDAMINE,LOJA,11,PALTAS,1109,Educación General Básica y Bachillerato,Fiscal,6
2023-2024 Inicio,13H00200,UNIDAD EDUCATIVA MACHALA No 30,MANABI,13,PORTOVIEJO,1301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,18
2023-2024 Inicio,09H05174,UNIDAD EDUCATIVA MADRE BERNARDA BÜTLER,GUAYAS,9,GENERAL ANTONIO ELIZALDE,927,"Educación Inicial, Educación General Básica y Bachillerato",Particular,36
2023-2024 Inicio,17H02423,UNIDAD EDUCATIVA MAHANAYM,PICHINCHA,17,RUMIÑAHUI,1705,"Educación Inicial, Educación General Básica y Bachillerato",Particular,32
2023-2024 Inicio,04H00095,UNIDAD EDUCATIVA MALDONADO,CARCHI,4,TULCAN,401,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,16
2023-2024 Inicio,08H00496,UNIDAD EDUCATIVA MALDONADO,ESMERALDAS,8,ELOY ALFARO,802,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,38
2023-2024 Inicio,13H03037,UNIDAD EDUCATIVA MANABI,MANABI,13,PICHINCHA,1311,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,24
2023-2024 Inicio,24H00166,UNIDAD EDUCATIVA MANGLARALTO,SANTA ELENA,24,SANTA ELENA,2401,Educación General Básica y Bachillerato,Fiscal,125
2023-2024 Inicio,13H01063,UNIDAD EDUCATIVA MANUEL ACOSTA MERO,MANABI,13,CHONE,1303,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,12
2023-2024 Inicio,03H00476,UNIDAD EDUCATIVA MANUEL AGUSTIN AGUIRRE,CAÑAR,3,CAÑAR,303,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,17
2023-2024 Inicio,23H00276,UNIDAD EDUCATIVA MANUEL AGUSTIN AGUIRRE,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,43
2023-2024 Inicio,06H01290,UNIDAD EDUCATIVA MANUEL ALVAREZ MENDEZ,CHIMBORAZO,6,PENIPE,609,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,27
2023-2024 Inicio,09H03288,UNIDAD EDUCATIVA MANUEL ANTONIO CHAGUAY JUAREZ,GUAYAS,9,DAULE,906,"Educación Inicial, Educación General Básica y Bachillerato",Particular,5
2023-2024 Inicio,11H00461,UNIDAD EDUCATIVA MANUEL BENJAMIN CARRION,LOJA,11,LOJA,1101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,11
2023-2024 Inicio,19H00227,UNIDAD EDUCATIVA MANUEL CAIZA UNTUÑA,ZAMORA CHINCHIPE,19,NANGARITZA,1903,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,6
2023-2024 Inicio,13H05428,UNIDAD EDUCATIVA MANUEL CASTILLO HIDALGO,MANABI,13,CHONE,1303,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,38
2023-2024 Inicio,12H01111,UNIDAD EDUCATIVA MANUEL CORDOVA GALARZA,LOS RIOS,12,VENTANAS,1207,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,102
2023-2024 Inicio,05H00124,UNIDAD EDUCATIVA MANUEL GONZALO ALBAN RUMAZO,COTOPAXI,5,LATACUNGA,501,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,37
2023-2024 Inicio,11H00165,UNIDAD EDUCATIVA MANUEL IGNACIO MONTEROS VALDIVIESO,LOJA,11,LOJA,1101,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,19
2023-2024 Inicio,13H01841,UNIDAD EDUCATIVA MANUEL INOCENCIO PARRALES Y GUALE,MANABI,13,JIPIJAPA,1306,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,53
2023-2024 Inicio,01H01175,UNIDAD EDUCATIVA MANUEL J CALLE,AZUAY,1,PAUTE,105,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,24
2023-2024 Inicio,18H00250,UNIDAD EDUCATIVA MANUEL MARIA SANCHEZ,TUNGURAHUA,18,AMBATO,1801,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,12
2023-2024 Inicio,19H00222,UNIDAD EDUCATIVA MANUEL SARANGO ROMERO,ZAMORA CHINCHIPE,19,NANGARITZA,1903,"Educación Inicial, Educación General Básica y Bachillerato",Fiscal,8
