anio,cod_provincia,provincia,cod_canton,canton,ciiu,vab_miles_usd
2023,9.0,GUAYAS,907.0,DURÁN,MANUFACTURA,1681285640.0
2023,9.0,GUAYAS,907.0,DURÁN,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,54463010.0
2023,9.0,GUAYAS,907.0,DURÁN,CONSTRUCCIÓN,51589780.0
2023,9.0,GUAYAS,907.0,DURÁN,COMERCIO,357516330.0
2023,9.0,GUAYAS,907.0,DURÁN,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",62518590.0
2023,9.0,GUAYAS,907.0,DURÁN,ALOJAMIENTO Y SERVICIOS DE COMIDA,12627860.0
2023,9.0,GUAYAS,907.0,DURÁN,ACTIVIDADES FINANCIERAS,25484080.0
2023,9.0,GUAYAS,907.0,DURÁN,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,143302940.0
2023,9.0,GUAYAS,907.0,DURÁN,ADMINISTRACIÓN PÚBLICA,89690060.0
2023,9.0,GUAYAS,907.0,DURÁN,ENSEÑANZA,63290910.0
2023,9.0,GUAYAS,907.0,DURÁN,SALUD,23031070.0
2023,9.0,GUAYAS,907.0,DURÁN,OTROS SERVICIOS,12017370.0
2023,9.0,GUAYAS,907.0,DURÁN,ECONOMÍA TOTAL,2874691250.0
2023,9.0,GUAYAS,908.0,EL EMPALME,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",35971740.0
2023,9.0,GUAYAS,908.0,EL EMPALME,EXPLOTACIÓN DE MINAS Y CANTERAS,39770.0
2023,9.0,GUAYAS,908.0,EL EMPALME,MANUFACTURA,4606700.0
2023,9.0,GUAYAS,908.0,EL EMPALME,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,21741370.0
2023,9.0,GUAYAS,908.0,EL EMPALME,CONSTRUCCIÓN,17706150.0
2023,9.0,GUAYAS,908.0,EL EMPALME,COMERCIO,54155530.0
2023,9.0,GUAYAS,908.0,EL EMPALME,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",5281920.0
2023,9.0,GUAYAS,908.0,EL EMPALME,ALOJAMIENTO Y SERVICIOS DE COMIDA,1580550.0
2023,9.0,GUAYAS,908.0,EL EMPALME,ACTIVIDADES FINANCIERAS,2038940.0
2023,9.0,GUAYAS,908.0,EL EMPALME,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,10808870.0
2023,9.0,GUAYAS,908.0,EL EMPALME,ADMINISTRACIÓN PÚBLICA,38392600.0
2023,9.0,GUAYAS,908.0,EL EMPALME,ENSEÑANZA,19192030.0
2023,9.0,GUAYAS,908.0,EL EMPALME,SALUD,1987530.0
2023,9.0,GUAYAS,908.0,EL EMPALME,OTROS SERVICIOS,1227130.0
2023,9.0,GUAYAS,908.0,EL EMPALME,ECONOMÍA TOTAL,214730830.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",93793540.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,EXPLOTACIÓN DE MINAS Y CANTERAS,84170.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,MANUFACTURA,19933450.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,2761280.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,CONSTRUCCIÓN,5563370.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,COMERCIO,28445030.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",6318790.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,ALOJAMIENTO Y SERVICIOS DE COMIDA,948970.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,ACTIVIDADES FINANCIERAS,3452980.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,11508230.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,ADMINISTRACIÓN PÚBLICA,22918660.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,ENSEÑANZA,15000250.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,SALUD,880550.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,OTROS SERVICIOS,1348810.0
2023,9.0,GUAYAS,909.0,EL TRIUNFO,ECONOMÍA TOTAL,212958080.0
2023,9.0,GUAYAS,910.0,MILAGRO,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",63363080.0
2023,9.0,GUAYAS,910.0,MILAGRO,EXPLOTACIÓN DE MINAS Y CANTERAS,122760.0
2023,9.0,GUAYAS,910.0,MILAGRO,MANUFACTURA,153124740.0
2023,9.0,GUAYAS,910.0,MILAGRO,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,26673670.0
2023,9.0,GUAYAS,910.0,MILAGRO,CONSTRUCCIÓN,32709410.0
2023,9.0,GUAYAS,910.0,MILAGRO,COMERCIO,145270410.0
2023,9.0,GUAYAS,910.0,MILAGRO,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",24092250.0
2023,9.0,GUAYAS,910.0,MILAGRO,ALOJAMIENTO Y SERVICIOS DE COMIDA,7485390.0
2023,9.0,GUAYAS,910.0,MILAGRO,ACTIVIDADES FINANCIERAS,22510360.0
2023,9.0,GUAYAS,910.0,MILAGRO,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,50935910.0
2023,9.0,GUAYAS,910.0,MILAGRO,ADMINISTRACIÓN PÚBLICA,67452050.0
2023,9.0,GUAYAS,910.0,MILAGRO,ENSEÑANZA,79832740.0
2023,9.0,GUAYAS,910.0,MILAGRO,SALUD,28273410.0
2023,9.0,GUAYAS,910.0,MILAGRO,OTROS SERVICIOS,8307270.0
2023,9.0,GUAYAS,910.0,MILAGRO,ECONOMÍA TOTAL,710153450.0
2023,9.0,GUAYAS,911.0,NARANJAL,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",160686490.0
2023,9.0,GUAYAS,911.0,NARANJAL,EXPLOTACIÓN DE MINAS Y CANTERAS,95950.0
2023,9.0,GUAYAS,911.0,NARANJAL,MANUFACTURA,28401860.0
2023,9.0,GUAYAS,911.0,NARANJAL,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,7070850.0
2023,9.0,GUAYAS,911.0,NARANJAL,CONSTRUCCIÓN,8593500.0
2023,9.0,GUAYAS,911.0,NARANJAL,COMERCIO,44754480.0
2023,9.0,GUAYAS,911.0,NARANJAL,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",5458650.0
2023,9.0,GUAYAS,911.0,NARANJAL,ALOJAMIENTO Y SERVICIOS DE COMIDA,3073530.0
2023,9.0,GUAYAS,911.0,NARANJAL,ACTIVIDADES FINANCIERAS,3131700.0
2023,9.0,GUAYAS,911.0,NARANJAL,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,25399040.0
2023,9.0,GUAYAS,911.0,NARANJAL,ADMINISTRACIÓN PÚBLICA,33237559.999999996
2023,9.0,GUAYAS,911.0,NARANJAL,ENSEÑANZA,17581980.0
2023,9.0,GUAYAS,911.0,NARANJAL,SALUD,2252360.0
2023,9.0,GUAYAS,911.0,NARANJAL,OTROS SERVICIOS,1607570.0
2023,9.0,GUAYAS,911.0,NARANJAL,ECONOMÍA TOTAL,341345520.0
2023,9.0,GUAYAS,912.0,NARANJITO,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",29492870.0
2023,9.0,GUAYAS,912.0,NARANJITO,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
2023,9.0,GUAYAS,912.0,NARANJITO,MANUFACTURA,1182950.0
2023,9.0,GUAYAS,912.0,NARANJITO,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,2468500.0
2023,9.0,GUAYAS,912.0,NARANJITO,CONSTRUCCIÓN,2888270.0
2023,9.0,GUAYAS,912.0,NARANJITO,COMERCIO,12322580.0
2023,9.0,GUAYAS,912.0,NARANJITO,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",5489850.0
2023,9.0,GUAYAS,912.0,NARANJITO,ALOJAMIENTO Y SERVICIOS DE COMIDA,1099570.0
2023,9.0,GUAYAS,912.0,NARANJITO,ACTIVIDADES FINANCIERAS,1282510.0
2023,9.0,GUAYAS,912.0,NARANJITO,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,5464160.0
2023,9.0,GUAYAS,912.0,NARANJITO,ADMINISTRACIÓN PÚBLICA,13662940.0
2023,9.0,GUAYAS,912.0,NARANJITO,ENSEÑANZA,8496430.0
2023,9.0,GUAYAS,912.0,NARANJITO,SALUD,428040.0
2023,9.0,GUAYAS,912.0,NARANJITO,OTROS SERVICIOS,726040.0
2023,9.0,GUAYAS,912.0,NARANJITO,ECONOMÍA TOTAL,85004710.0
2023,9.0,GUAYAS,913.0,PALESTINA,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",6937920.0
2023,9.0,GUAYAS,913.0,PALESTINA,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
2023,9.0,GUAYAS,913.0,PALESTINA,MANUFACTURA,1629810.0
2023,9.0,GUAYAS,913.0,PALESTINA,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,946600.0
2023,9.0,GUAYAS,913.0,PALESTINA,CONSTRUCCIÓN,383450.0
2023,9.0,GUAYAS,913.0,PALESTINA,COMERCIO,5533170.0
2023,9.0,GUAYAS,913.0,PALESTINA,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",384040.0
2023,9.0,GUAYAS,913.0,PALESTINA,ALOJAMIENTO Y SERVICIOS DE COMIDA,252070.0
2023,9.0,GUAYAS,913.0,PALESTINA,ACTIVIDADES FINANCIERAS,185080.0
2023,9.0,GUAYAS,913.0,PALESTINA,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,1831160.0
2023,9.0,GUAYAS,913.0,PALESTINA,ADMINISTRACIÓN PÚBLICA,7797240.0
2023,9.0,GUAYAS,913.0,PALESTINA,ENSEÑANZA,3433030.0
2023,9.0,GUAYAS,913.0,PALESTINA,SALUD,106850.0
2023,9.0,GUAYAS,913.0,PALESTINA,OTROS SERVICIOS,141580.0
2023,9.0,GUAYAS,913.0,PALESTINA,ECONOMÍA TOTAL,29562000.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",14131640.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,MANUFACTURA,2722320.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,1451770.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,CONSTRUCCIÓN,1487590.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,COMERCIO,16067300.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",3096970.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,ALOJAMIENTO Y SERVICIOS DE COMIDA,378490.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,ACTIVIDADES FINANCIERAS,864160.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,4485470.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,ADMINISTRACIÓN PÚBLICA,18677810.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,ENSEÑANZA,10888460.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,SALUD,2786280.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,OTROS SERVICIOS,378570.0
2023,9.0,GUAYAS,914.0,PEDRO CARBO,ECONOMÍA TOTAL,77416830.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",128301400.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,EXPLOTACIÓN DE MINAS Y CANTERAS,1133040.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,MANUFACTURA,63571280.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,31174860.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,CONSTRUCCIÓN,33916540.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,COMERCIO,305865230.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",84854030.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,ALOJAMIENTO Y SERVICIOS DE COMIDA,53105300.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,ACTIVIDADES FINANCIERAS,54582930.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,545805180.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,ADMINISTRACIÓN PÚBLICA,115364340.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,ENSEÑANZA,83120230.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,SALUD,29588180.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,OTROS SERVICIOS,85528550.0
2023,9.0,GUAYAS,916.0,SAMBORONDÓN,ECONOMÍA TOTAL,1615911090.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",12202880.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,EXPLOTACIÓN DE MINAS Y CANTERAS,62460.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,MANUFACTURA,25255600.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,3238590.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,CONSTRUCCIÓN,1379100.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,COMERCIO,19414700.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",661400.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,ALOJAMIENTO Y SERVICIOS DE COMIDA,304810.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,ACTIVIDADES FINANCIERAS,284710.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,2784240.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,ADMINISTRACIÓN PÚBLICA,20724380.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,ENSEÑANZA,7646280.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,SALUD,121470.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,OTROS SERVICIOS,629220.0
2023,9.0,GUAYAS,918.0,SANTA LUCÍA,ECONOMÍA TOTAL,94709840.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",32162060.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),MANUFACTURA,4836400.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),SUMINISTRO DE ELECTRICIDAD Y DE AGUA,1489520.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),CONSTRUCCIÓN,2207360.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),COMERCIO,10062600.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",687560.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),ALOJAMIENTO Y SERVICIOS DE COMIDA,489440.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),ACTIVIDADES FINANCIERAS,555620.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),ACTIVIDADES PROFESIONALES E INMOBILIARIAS,3196740.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),ADMINISTRACIÓN PÚBLICA,25978430.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),ENSEÑANZA,11769580.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),SALUD,2070179.9999999998
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),OTROS SERVICIOS,305210.0
2023,9.0,GUAYAS,919.0,SALITRE (URBINA JADO),ECONOMÍA TOTAL,95810700.0
2023,9.0,GUAYAS,920.0,YAGUACHI,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",90844770.0
2023,9.0,GUAYAS,920.0,YAGUACHI,EXPLOTACIÓN DE MINAS Y CANTERAS,4985380.0
2023,9.0,GUAYAS,920.0,YAGUACHI,MANUFACTURA,177669550.0
2023,9.0,GUAYAS,920.0,YAGUACHI,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,8536330.0
2023,9.0,GUAYAS,920.0,YAGUACHI,CONSTRUCCIÓN,10087640.0
2023,9.0,GUAYAS,920.0,YAGUACHI,COMERCIO,110575440.0
2023,9.0,GUAYAS,920.0,YAGUACHI,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",16446300.0
2023,9.0,GUAYAS,920.0,YAGUACHI,ALOJAMIENTO Y SERVICIOS DE COMIDA,1295360.0
2023,9.0,GUAYAS,920.0,YAGUACHI,ACTIVIDADES FINANCIERAS,1868800.0
2023,9.0,GUAYAS,920.0,YAGUACHI,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,9479570.0
2023,9.0,GUAYAS,920.0,YAGUACHI,ADMINISTRACIÓN PÚBLICA,28218890.0
2023,9.0,GUAYAS,920.0,YAGUACHI,ENSEÑANZA,14969060.0
2023,9.0,GUAYAS,920.0,YAGUACHI,SALUD,2296430.0
2023,9.0,GUAYAS,920.0,YAGUACHI,OTROS SERVICIOS,8633050.0
2023,9.0,GUAYAS,920.0,YAGUACHI,ECONOMÍA TOTAL,485906570.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",3341220.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),EXPLOTACIÓN DE MINAS Y CANTERAS,683610.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),MANUFACTURA,6860470.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),SUMINISTRO DE ELECTRICIDAD Y DE AGUA,4455010.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),CONSTRUCCIÓN,5721650.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),COMERCIO,31974220.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",5117150.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),ALOJAMIENTO Y SERVICIOS DE COMIDA,4087200.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),ACTIVIDADES FINANCIERAS,1795820.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),ACTIVIDADES PROFESIONALES E INMOBILIARIAS,6613790.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),ADMINISTRACIÓN PÚBLICA,21391640.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),ENSEÑANZA,14013880.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),SALUD,2102680.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),OTROS SERVICIOS,1072160.0
2023,9.0,GUAYAS,921.0,PLAYAS (GENERAL VILLAMIL),ECONOMÍA TOTAL,109230500.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",16013620.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,MANUFACTURA,1860260.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,912030.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,CONSTRUCCIÓN,943850.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,COMERCIO,16549700.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",545880.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,ALOJAMIENTO Y SERVICIOS DE COMIDA,574760.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,ACTIVIDADES FINANCIERAS,453520.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,1512210.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,ADMINISTRACIÓN PÚBLICA,13088030.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,ENSEÑANZA,6534080.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,SALUD,152360.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,OTROS SERVICIOS,367950.0
2023,9.0,GUAYAS,922.0,SIMÓN BOLÍVAR,ECONOMÍA TOTAL,59508250.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",53426910.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,MANUFACTURA,130163830.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,9194860.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,CONSTRUCCIÓN,1297680.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,COMERCIO,2202920.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",2880220.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,ALOJAMIENTO Y SERVICIOS DE COMIDA,174460.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,ACTIVIDADES FINANCIERAS,937420.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,4328620.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,ADMINISTRACIÓN PÚBLICA,8716200.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,ENSEÑANZA,3837380.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,SALUD,48070.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,OTROS SERVICIOS,787260.0
2023,9.0,GUAYAS,923.0,CORONEL MARCELINO MARIDUEÑA,ECONOMÍA TOTAL,217995830.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",846940.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,MANUFACTURA,8568030.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,1828760.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,CONSTRUCCIÓN,1414880.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,COMERCIO,8040710.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",321460.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,ALOJAMIENTO Y SERVICIOS DE COMIDA,353330.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,ACTIVIDADES FINANCIERAS,309720.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,1657430.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,ADMINISTRACIÓN PÚBLICA,7730800.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,ENSEÑANZA,5235790.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,SALUD,166660.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,OTROS SERVICIOS,176380.0
2023,9.0,GUAYAS,924.0,LOMAS DE SARGENTILLO,ECONOMÍA TOTAL,36650890.0
2023,9.0,GUAYAS,925.0,NOBOL,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",2529900.0
2023,9.0,GUAYAS,925.0,NOBOL,EXPLOTACIÓN DE MINAS Y CANTERAS,144340.0
2023,9.0,GUAYAS,925.0,NOBOL,MANUFACTURA,35503750.0
2023,9.0,GUAYAS,925.0,NOBOL,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,2943800.0
2023,9.0,GUAYAS,925.0,NOBOL,CONSTRUCCIÓN,1366550.0
2023,9.0,GUAYAS,925.0,NOBOL,COMERCIO,17397540.0
2023,9.0,GUAYAS,925.0,NOBOL,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",7510310.0
2023,9.0,GUAYAS,925.0,NOBOL,ALOJAMIENTO Y SERVICIOS DE COMIDA,475100.0
2023,9.0,GUAYAS,925.0,NOBOL,ACTIVIDADES FINANCIERAS,212350.0
2023,9.0,GUAYAS,925.0,NOBOL,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,1622370.0
2023,9.0,GUAYAS,925.0,NOBOL,ADMINISTRACIÓN PÚBLICA,10741150.0
2023,9.0,GUAYAS,925.0,NOBOL,ENSEÑANZA,4945200.0
2023,9.0,GUAYAS,925.0,NOBOL,SALUD,218630.0
2023,9.0,GUAYAS,925.0,NOBOL,OTROS SERVICIOS,549260.0
2023,9.0,GUAYAS,925.0,NOBOL,ECONOMÍA TOTAL,86160250.0
2023,9.0,GUAYAS,927.0,GENERAL ANTONIO ELIZALDE,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",2571050.0
2023,9.0,GUAYAS,927.0,GENERAL ANTONIO ELIZALDE,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
2023,9.0,GUAYAS,927.0,GENERAL ANTONIO ELIZALDE,MANUFACTURA,9562700.0
2023,9.0,GUAYAS,927.0,GENERAL ANTONIO ELIZALDE,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,809920.0
2023,9.0,GUAYAS,927.0,GENERAL ANTONIO ELIZALDE,CONSTRUCCIÓN,4044020.0
2023,9.0,GUAYAS,927.0,GENERAL ANTONIO ELIZALDE,COMERCIO,7312190.0
2023,9.0,GUAYAS,927.0,GENERAL ANTONIO ELIZALDE,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",1438750.0
