Año lectivo,AMIE,Nombre_Institución,Zona,Provincia,Cantón,Parroquia,Sostenimiento,Área,Matricula_Total
2022-2023 Fin,08H01331,ESCUELA DE EDUCACION BASICA  AZUAY,Zona 1,ESMERALDAS,ATACAMES,TONSUPA,FISCAL,RURAL,23
2022-2023 Fin,08H01332,UNIDAD EDUCATIVA  CORONEL HELEODORO SAENZ RIVADENEIRA,Zona 1,ESMERALDAS,ATACAMES,TONSUPA,FISCAL,RURAL,518
2022-2023 Fin,08H01338,ESCUELA  DE EDUCACION BASICA  UNE,Zona 1,ESMERALDAS,ATACAMES,TONSUPA,FISCAL,RURAL,307
2022-2023 Fin,08H01341,ESCUELA DE EDUCACION BASICA  ZOILA UGARTE DE LANDIVAR,Zona 1,ESMERALDAS,ATACAMES,TONSUPA,FISCAL,RURAL,693
2022-2023 Fin,08H01342,COLEGIO DE BACHILLERATO NELSON ESTUPIÑAN BASS,Zona 1,ESMERALDAS,ATACAMES,TONSUPA,FISCAL,RURAL,288
2022-2023 Fin,08H01344,ESCUELA  DE EDUCACION BASICA  JOSE NEPTALÍ SILVA ORTEGA,Zona 1,ESMERALDAS,MUISNE,GALERA,FISCAL,RURAL,12
2022-2023 Fin,08H01346,ESCUELA DE EDUCACION BASICA VICTORIA PRIETO DE CALORANO,Zona 1,ESMERALDAS,ATACAMES,LA UNION,FISCAL,RURAL,13
2022-2023 Fin,08H01366,ESCUELA DE EDUCACIÓN BÁSICA ROBERTO GAMEZ,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,22
2022-2023 Fin,08H01369,UNIDAD EDUCATIVA  CHONTADURO,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,684
2022-2023 Fin,08H01370,SIN NOMBRE SAN ROQUE,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,18
2022-2023 Fin,08H01372,ESCUELA EGB FISCAL CARMEN ANGELICA ROSERO,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,82
2022-2023 Fin,08H01373,ESCUELA DE EDUCACIÓN BÁSICA GONZALO DIAZ DE PINEDA,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,33
2022-2023 Fin,08H01377,UNIDAD EDUCATIVA LCDO JOFFRE QUINTERO ARROYO,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,139
2022-2023 Fin,08H01379,ESCUELA EGB FISCAL MANUEL MURIEL LAVAYEN,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,23
2022-2023 Fin,08H01380,ESCUELA DE EDUCACIÓN GENERAL BÁSICA RICARDO PLAZA BASTIDAS,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,146
2022-2023 Fin,08H01382,ESCUELA DE EDUCACION GENERAL BASICA SANTA ROSA,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,11
2022-2023 Fin,08H01383,ESCUELA EGB FISCAL NUEVO AMANECER,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,13
2022-2023 Fin,08H01384,UNIDAD EDUCATIVA  ARMENGOL LARA VALENCIA,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,651
2022-2023 Fin,08H01386,ESCUELA EGB  FISCAL ANTONIO ELIZALDE,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,114
2022-2023 Fin,08H01387,17 DE DICIEMBRE,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,26
2022-2023 Fin,08H01389,ESCUELA EGB LAS 3 MARIAS,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,19
2022-2023 Fin,08H01391,ESCUELA EGB FISCAL GALO PLAZA LASSO,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,31
2022-2023 Fin,08H01393,ESCUELA DE  EDUCACIÓN GENERAL BÁSICA MONSEÑOR LEONIDAS PROAÑO,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,73
2022-2023 Fin,08H01394,ESCUELA EGB FISCAL HERNAN MALO GONZALEZ,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,11
2022-2023 Fin,08H01396,ESCUELA EGB FISCAL 7 DE JULIO,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,64
2022-2023 Fin,08H01398,6 DE DICIEMBRE,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,9
2022-2023 Fin,08H01399,ESCUELA DE EDUCACIÓN BÁSICA  RUMIÑAHUI,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,31
2022-2023 Fin,08H01400,ESCUELA EGB FISCAL CESAR FABARA,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,20
2022-2023 Fin,08H01401,UNIDAD EDUCATIVA DONATO YANNUZZELLY ORTIZ,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,226
2022-2023 Fin,08H01403,ESCUELA DE EDUCACION BASICA  BELLA AURORA,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,89
2022-2023 Fin,08H01406,ESCUELA DE EDUCACIÓN BÁSICA DIVINO NIÑO,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,27
2022-2023 Fin,08H01408,ESCUELA EGB FISCAL SEBASTIAN DE ILLESCAS,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,175
2022-2023 Fin,08H01410,AURELIA BECERRA DE QUIÑONEZ,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,946
2022-2023 Fin,08H01411,ESCUELA EGB FISCAL ROBERTO MENDOZA,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,18
2022-2023 Fin,08H01413,ESCUELA  EGB  FISCAL FRANCIA VALENCIA REBOLLEDO,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,19
2022-2023 Fin,08H01414,ESCUELA EGB FISCAL JORGE JURADO VELASCO,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,22
2022-2023 Fin,08H01415,ESCUELA DE EDUCACIÓN BÁSICA HOMERO LOPEZ ESTUPIÑAN,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,16
2022-2023 Fin,08H01416,ESCUELA EGB FISCAL SIMON BOLIVAR,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,19
2022-2023 Fin,08H01417,ESCUELA DE EDUCACIÓN BÁISCA ERMITA,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,9
2022-2023 Fin,08H01418,ESCUELA EGB  CELIANO MONGE,Zona 1,ESMERALDAS,RIOVERDE,ROCAFUERTE,FISCAL,RURAL,38
2022-2023 Fin,08H01421,ESCUELA EGB FISCAL LUIS VARGAS TORRES,Zona 1,ESMERALDAS,RIOVERDE,ROCAFUERTE,FISCAL,RURAL,26
2022-2023 Fin,08H01422,ESCUELA DE ARGENTINA,Zona 1,ESMERALDAS,RIOVERDE,ROCAFUERTE,FISCAL,RURAL,40
2022-2023 Fin,08H01427,ESCUELA EGB  FISCAL MANUEL  VERA   FIGUEROA,Zona 1,ESMERALDAS,RIOVERDE,ROCAFUERTE,FISCAL,RURAL,34
2022-2023 Fin,08H01428,UNIDAD EDUCATIVA RAMON ESTUPIÑAN,Zona 1,ESMERALDAS,RIOVERDE,ROCAFUERTE,FISCAL,RURAL,1024
2022-2023 Fin,08H01429,CARMEN MIDEROS DE ALMEIDA,Zona 1,ESMERALDAS,RIOVERDE,ROCAFUERTE,FISCAL,RURAL,44
2022-2023 Fin,08H01430,ESCUELA DE EDUCACIÓN BÁSICA COTOPAXI,Zona 1,ESMERALDAS,RIOVERDE,ROCAFUERTE,FISCAL,RURAL,22
2022-2023 Fin,08H01436,5 DE JUNIO,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,10
2022-2023 Fin,08H01437,ESCUELA EGB FISCAL 30 DE NOVIEMBRE,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,23
2022-2023 Fin,08H01447,ESCUELA EGB 22 DE OCTUBRE,Zona 1,ESMERALDAS,QUININDE,MALIMPIA,FISCAL,RURAL,8
2022-2023 Fin,08H01449,ESCUELA  DE  EDUCACION BASICA  REPUBLICA DE PARAGUAY,Zona 1,ESMERALDAS,MUISNE,SAN FRANCISCO,FISCAL,RURAL,15
2022-2023 Fin,08H01452,ESCUELA  DE EDUCACION BASICA 10  DE AGOSTO,Zona 1,ESMERALDAS,ESMERALDAS,CORONEL CARLOS CONCHA TORRES (CAB. EN HUELE),FISCAL,RURAL,5
2022-2023 Fin,08H01474,ESCUELA EGB FISCAL MATEO GONZALEZ BONE,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,20
2022-2023 Fin,08H01475,TACITO ORTIZ URRIOLA,Zona 4,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,MONTERREY,FISCAL,RURAL,14
2022-2023 Fin,08H01476,ESCUELA EGB RIO MATAJE,Zona 1,ESMERALDAS,SAN LORENZO,MATAJE (CAB. EN SANTANDER),FISCAL,RURAL,49
2022-2023 Fin,08H01477,ESCUELA EGB FISCAL AUGUSTO MARTINEZ,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,18
2022-2023 Fin,08H01484,ESCUELA EGB ENRIQUE SUAREZ PIMENTEL,Zona 1,ESMERALDAS,ELOY ALFARO,ANCHAYACU,FISCAL,RURAL,8
2022-2023 Fin,08H01485,LUZ DEL ALBA,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,16
2022-2023 Fin,08H01490,ESCUELA DE EDUCACION L BASICA  FISCAL 4 DE JUNIO,Zona 1,ESMERALDAS,QUININDE,CUBE,FISCAL,RURAL,8
2022-2023 Fin,08H01491,ESCUELA DE EDUCACION BASICA  12 DE OCTUBRE,Zona 1,ESMERALDAS,MUISNE,SAN GREGORIO,FISCAL,RURAL,11
2022-2023 Fin,08H01492,ESCUELA DE EDUCACION BASICA  FRANCISCO DE ORELLANA,Zona 1,ESMERALDAS,ESMERALDAS,MAJUA,FISCAL,RURAL,39
2022-2023 Fin,08H01495,ESCUELA EGB  FISCAL  HECTOR LARA ZAMBRANO,Zona 1,ESMERALDAS,RIOVERDE,ROCAFUERTE,FISCAL,RURAL,12
2022-2023 Fin,08H01496,ESCUELA DE EDUCACIÓN BÁSICA  VIJAGUIL,Zona 1,ESMERALDAS,RIOVERDE,ROCAFUERTE,FISCAL,RURAL,12
2022-2023 Fin,08H01501,ESCUELA EGB FISCAL LUIS ENRIQUE MICOLTA NAZARENO,Zona 1,ESMERALDAS,RIOVERDE,MONTALVO (CAB EN HORQUETA),FISCAL,RURAL,14
2022-2023 Fin,08H01505,ESCUELA EGB  PROVINCIA DEL CHIMBORAZO,Zona 1,ESMERALDAS,ELOY ALFARO,BORBON,FISCAL,RURAL,18
2022-2023 Fin,08H01511,ESCUELA DE EDUCACIÓN GENERAL BÁSICA JOSE PLACIDO CAMAAÑO,Zona 1,ESMERALDAS,SAN LORENZO,CONCEPCION,FISCAL,RURAL,20
2022-2023 Fin,08H01514,UNIDAD EDUCATIVA TULULBI,Zona 1,ESMERALDAS,SAN LORENZO,TULULBI (CAB. EN RICAURTE),FISCAL,RURAL,658
2022-2023 Fin,08H01516,ESCUELA EGB  24 DE JUNIO,Zona 1,ESMERALDAS,SAN LORENZO,CARONDELET,FISCAL,RURAL,8
2022-2023 Fin,08H01517,ESCUELA EGB EL PRADO,Zona 1,ESMERALDAS,ELOY ALFARO,BORBON,FISCAL,RURAL,7
2022-2023 Fin,08H01520,ESCUELA DE EDUCACION BASICA CIUDAD DE VENTANA,Zona 1,ESMERALDAS,MUISNE,SAN GREGORIO,FISCAL,RURAL,5
2022-2023 Fin,08H01530,ESCUELA EGB FISCAL BELLAVISTA,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,14
2022-2023 Fin,08H01531,ESCUELA EGB SEGUNDO AMALIO MERCADO,Zona 1,ESMERALDAS,SAN LORENZO,CALDERON,FISCAL,RURAL,31
2022-2023 Fin,08H01533,ESCUELA DE EDUCACIÓN BÁSICA JOSE PERALTA,Zona 1,ESMERALDAS,QUININDE,LA UNION,FISCAL,RURAL,24
2022-2023 Fin,08H01534,ESCUELA  DE EDUCACION GENERAL BASICA FISCAL 12 DE OCTUBRE,Zona 1,ESMERALDAS,QUININDE,LA UNION,FISCAL,RURAL,45
2022-2023 Fin,08H01535,ESCUELA DE EDUCACION BASICA  HORACIO HIDROVO VELASQUEZ,Zona 1,ESMERALDAS,QUININDE,MALIMPIA,FISCAL,RURAL,23
2022-2023 Fin,08H01538,ESCUELA DE EDUCACION BASICA JOSE NERY REASCOS,Zona 1,ESMERALDAS,ESMERALDAS,CAMARONES (CAB. EN SAN VICENTE),FISCAL,RURAL,11
2022-2023 Fin,08H01542,ESCUELA EGB FISCAL JOSE BENJAMIN DE LA CRUZ,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,25
2022-2023 Fin,08H01546,ESCUELA EGB FISCAL 13 DE JUNIO,Zona 1,ESMERALDAS,QUININDE,LA UNION,FISCAL,RURAL,13
2022-2023 Fin,08H01557,ESCUELA EGB FISCAL 10 DE NOVIEMBRE,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,19
2022-2023 Fin,08H01558,UNIDAD EDUCATIVA  EUGENIO CHUZING ALDAZ,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,282
2022-2023 Fin,08H01562,ESCUELA DE EDUCACION BASICA  MANUEL LOOR VILLAQUIRAN,Zona 1,ESMERALDAS,ESMERALDAS,CORONEL CARLOS CONCHA TORRES (CAB. EN HUELE),FISCAL,RURAL,8
2022-2023 Fin,08H01563,NUEVA UNION,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,7
2022-2023 Fin,08H01564,ESCUELA DE EDUCACIÓN GENERAL BÁSICA EL TRIUNFO,Zona 1,ESMERALDAS,QUININDE,LA UNION,FISCAL,RURAL,10
2022-2023 Fin,08H01567,UNIDAD EDUCATIVA MANUELA CANIZARES,Zona 4,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,MONTERREY,FISCAL,RURAL,89
2022-2023 Fin,08H01568,ESCUELA EGB FISCAL SANTA MARIANITA,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,13
2022-2023 Fin,08H01569,ESCUELA EGB FISCAL UNION Y PROGRESO,Zona 1,ESMERALDAS,QUININDE,MALIMPIA,FISCAL,RURAL,18
2022-2023 Fin,08H01576,ESCUELA DE EDUCACION BASICA ENRIQUE ZAMBRANO VERA,Zona 1,ESMERALDAS,ESMERALDAS,CORONEL CARLOS CONCHA TORRES (CAB. EN HUELE),FISCAL,RURAL,10
2022-2023 Fin,08H01577,ESCUELA DE EDUCACION BASICA FISCAL EUGENIO ESPEJO,Zona 1,ESMERALDAS,QUININDE,MALIMPIA,FISCAL,RURAL,5
2022-2023 Fin,08H01585,ESCUELA DE EDUCACION GENERAL BASICA  FISCAL ALEGRE FUTURO,Zona 1,ESMERALDAS,QUININDE,CUBE,FISCAL,RURAL,15
2022-2023 Fin,08H01586,ESCUELA EGB  LOS MACHINES (S/N),Zona 1,ESMERALDAS,ELOY ALFARO,ANCHAYACU,FISCAL,RURAL,13
2022-2023 Fin,08H01589,ESCUELA DE EDUCACION  BASICA  CIUDAD DE LATACUNGA,Zona 1,ESMERALDAS,QUININDE,MALIMPIA,FISCAL,RURAL,6
2022-2023 Fin,08H01590,ESCUELA  FISCAL  RAUL VALLEJO CORRAL,Zona 1,ESMERALDAS,QUININDE,CUBE,FISCAL,RURAL,27
2022-2023 Fin,08H01597,ESCUELA DE EDUCACION BASICA SANTA ROSA,Zona 1,ESMERALDAS,ESMERALDAS,MAJUA,FISCAL,RURAL,24
2022-2023 Fin,08H01598,EUGENIO ESPEJO,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,23
2022-2023 Fin,08H01601,ESCUELA DE EDUCACION BASICA  RAMON MOREIRA VERA,Zona 1,ESMERALDAS,ATACAMES,LA UNION,FISCAL,RURAL,22
2022-2023 Fin,08H01606,ESCUELA EGB 12 DE OCTUBRE,Zona 1,ESMERALDAS,ELOY ALFARO,SAN FRANCISCO DE ONZOLE,FISCAL,RURAL,10
2022-2023 Fin,08H01640,ESCUELA EGB EL CEIBO,Zona 1,ESMERALDAS,ELOY ALFARO,ANCHAYACU,FISCAL,RURAL,39
2022-2023 Fin,08H01641,ESCUELA EGB ISCUANDECITO,Zona 1,ESMERALDAS,ELOY ALFARO,ANCHAYACU,FISCAL,RURAL,47
2022-2023 Fin,08H01658,ESCUELA EGB GUABINERO,Zona 1,ESMERALDAS,ELOY ALFARO,BORBON,FISCAL,RURAL,35
2022-2023 Fin,08H01892,ESCUELA EGB FISCAL BARTOLO MARQUEZ,Zona 1,ESMERALDAS,RIOVERDE,CHUMUNDE,FISCAL,RURAL,11
2022-2023 Fin,08H01896,ESCUELA EGB FISCAL TITO VILLAMIL,Zona 1,ESMERALDAS,RIOVERDE,LAGARTO,FISCAL,RURAL,13
2022-2023 Fin,08H02081,ESCUELA EGB FISCAL 9 DE OCTUBRE,Zona 1,ESMERALDAS,RIOVERDE,MONTALVO (CAB EN HORQUETA),FISCAL,RURAL,15
2022-2023 Fin,08H02083,CIUDAD DE QUEVEDO,Zona 4,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,FISCAL,RURAL,13
2022-2023 Fin,08H02085,ESCUELA DE EDUCACION BASICA 26 DE NOVIEMBRE,Zona 1,ESMERALDAS,QUININDE,LA UNION,FISCAL,RURAL,24
2022-2023 Fin,08H02125,ESCUELA EGB  13 DE ABRIL,Zona 1,ESMERALDAS,SAN LORENZO,CALDERON,FISCAL,RURAL,27
2022-2023 Fin,08H02136,ESCUELA  DE EDUCACION BASICA   6 DE MAYO,Zona 1,ESMERALDAS,MUISNE,SAN GREGORIO,FISCAL,RURAL,70
2022-2023 Fin,08H02139,LUIS BECERRA,Zona 4,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,MONTERREY,FISCAL,RURAL,30
2022-2023 Fin,08H02140,ESCUELA DE EDUCACION GENERAL BASICA  BELLA ESMERALDAS,Zona 1,ESMERALDAS,QUININDE,CUBE,FISCAL,RURAL,12
2022-2023 Fin,08H02141,ESCUELA EGB FISCAL NUEVA FORTUNA,Zona 1,ESMERALDAS,QUININDE,CUBE,FISCAL,RURAL,9
2022-2023 Fin,08H02143,UNIDAD EDUCATIVA MIGUEL RIOFRIO,Zona 1,ESMERALDAS,QUININDE,LA UNION,FISCAL,RURAL,300
2022-2023 Fin,08H02144,ESCUELA EGB  MARTHA GONZALES BONILLA,Zona 1,ESMERALDAS,QUININDE,CHURA (CHANCAMA) (CAB. EN EL YERBERO),FISCAL,RURAL,19
2022-2023 Fin,08H02146,ESCUELA FISCAL 8 DE JULIO,Zona 1,ESMERALDAS,QUININDE,CUBE,FISCAL,RURAL,19
2022-2023 Fin,08H02149,ESCUELA  DE EDUCACION BASICA  24 DE SEPTIEMBRE,Zona 1,ESMERALDAS,MUISNE,SALIMA,FISCAL,RURAL,13
2022-2023 Fin,08H02152,ESCUELA EGB FISCAL VICTOR AUGUSTO GONZALEZ SANCHEZ,Zona 1,ESMERALDAS,QUININDE,LA UNION,FISCAL,RURAL,30
2022-2023 Fin,08H02158,ESCUELA DE EDUCACION  BASICA  BEATRIZ MEJIA,Zona 1,ESMERALDAS,QUININDE,LA UNION,FISCAL,RURAL,20
2022-2023 Fin,08H02166,ESCUELA EGB FISCAL 1 DE OCTUBRE,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,15
2022-2023 Fin,08H02169,ESCUELA DE EDUCACION BASICA  PACIFICO ACOSTA VELEZ,Zona 1,ESMERALDAS,ESMERALDAS,CHINCA,FISCAL,RURAL,37
2022-2023 Fin,08H02172,ESCUELA DE EDUCACIÓN BÁSICA MARIA MAGDALENA MEJIA PINARGOTE,Zona 1,ESMERALDAS,ESMERALDAS,MAJUA,FISCAL,RURAL,12
2022-2023 Fin,08H02174,ESCUELA DE EDUCACION BASICA EDILA ROSALES DE SERRANO,Zona 1,ESMERALDAS,ATACAMES,LA UNION,FISCAL,RURAL,17
2022-2023 Fin,08H02182,ESCUELA EGB JORGE CHIRIBOGA GUERRERO,Zona 1,ESMERALDAS,QUININDE,LA UNION,FISCAL,RURAL,46
2022-2023 Fin,08H02203,ESCUELA DE EDUCACION GENERAL BASICA LOS CEDROS,Zona 1,ESMERALDAS,ELOY ALFARO,ANCHAYACU,FISCAL,RURAL,7
2022-2023 Fin,08H02207,ESCUELA DE EDUCACIÓN BÁSICA  SAN ISIDRO,Zona 1,ESMERALDAS,RIOVERDE,MONTALVO (CAB EN HORQUETA),FISCAL,RURAL,28
2022-2023 Fin,08H02229,JUAN MANUEL DURINI,Zona 1,ESMERALDAS,RIOVERDE,MONTALVO (CAB EN HORQUETA),FISCAL,RURAL,20
2022-2023 Fin,08H02230,ESCUELA DE EDUCACIÓN BÁSICA LUZ DE AMERICA,Zona 1,ESMERALDAS,ESMERALDAS,MAJUA,FISCAL,RURAL,41
2022-2023 Fin,08H02237,REPUBLICA DE HOLANDA,Zona 4,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,MONTERREY,FISCAL,RURAL,6
2022-2023 Fin,08H02239,ESCUELA  DE EDUCACION BASICA  10 DE AGOSTO,Zona 1,ESMERALDAS,ESMERALDAS,CHINCA,FISCAL,RURAL,14
2022-2023 Fin,08H02244,ESCUELA DE EGB RECINTO SECADERO,Zona 1,ESMERALDAS,RIOVERDE,CHONTADURO,FISCAL,RURAL,15
2022-2023 Fin,08H02247,ESCUELA DE EDUCACION BÁSICA  CARLOS ANDRADE MARIN,Zona 1,ESMERALDAS,QUININDE,LA UNION,FISCAL,RURAL,456
2022-2023 Fin,08H02253,ESCUELA EGB FISCAL FELIX EUGENIO INTRIAGO,Zona 1,ESMERALDAS,RIOVERDE,MONTALVO (CAB EN HORQUETA),FISCAL,RURAL,28
2022-2023 Fin,08H02255,UNIDAD EDUCATIVA JORGE CHIRIBOGA GUERRERO,Zona 4,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,LA CONCORDIA,FISCAL,RURAL,795
2022-2023 Fin,08H02401,UNIDAD EDUCATIVA LIBERTAD DE TIMBRE,Zona 1,ESMERALDAS,ESMERALDAS,SAN MATEO,FISCAL,RURAL,484
2022-2023 Fin,08H02402,UNIDAD EDUCATIVA MACARÁ,Zona 1,ESMERALDAS,ATACAMES,TONCHIGUE,FISCAL,RURAL,414
2022-2023 Fin,08H02403,UNIDAD EDUCATIVA ROSA CEVALLOS,Zona 1,ESMERALDAS,MUISNE,DAULE,FISCAL,RURAL,446
2022-2023 Fin,09H00372,ESCUELA DE EDUCACIÓN BÁSICA FISCAL 10 DE AGOSTO,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,69
2022-2023 Fin,09H02628,ESCUELA DE EDUCACIÓN BÁSICA FISCAL ROSENDO VEGA DE LA TORRE,Zona 8,GUAYAS,GUAYAQUIL,MORRO,FISCAL,RURAL,275
2022-2023 Fin,09H02648,ESCUELA DE EDUCACIÓN BÁSICA FISCAL JOAQUÍN GALLEGOS LARA,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,322
2022-2023 Fin,09H02662,UNIDAD EDUCATIVA FISCAL MATILDE HIDALGO DE PROCEL,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,287
2022-2023 Fin,09H02668,ESCUELA DE EDUCACION BASICA PRIMERO DE OCTUBRE,Zona 5,GUAYAS,PEDRO CARBO,VALLE DE LA VIRGEN,FISCAL,RURAL,31
2022-2023 Fin,09H02681,ESCUELA DE EDUCACIÓN BÁSICA FISCAL JOSÉ JOAQUIN DE OLMEDO,Zona 8,GUAYAS,GUAYAQUIL,PUNA,FISCAL,RURAL,28
2022-2023 Fin,09H02685,ESCUELA DE EDUCACIÓN BÁSICA FISCAL ALBERTO SPENCER HERRERA,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,79
2022-2023 Fin,09H02688,UNIDAD EDUCATIVA FISCAL PABLO WEBER CUBILLO,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,590
2022-2023 Fin,09H02690,ESCUELA DE EDUCACIÓN BÁSICA FISCAL DR. ALBERTO GUERRERO MARTINEZ,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,614
2022-2023 Fin,09H02691,ESCUELA DE EDUCACIÓN BÁSICA FISCAL SAN LORENZO,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,133
2022-2023 Fin,09H02693,ESCUELA DE EDUCACIÓN BÁSICA SUPERIOR FISCAL CERECITA,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,269
2022-2023 Fin,09H02694,ESCUELA DE EDUCACIÓN BÁSICA FISCAL ASAAD BUCARAM ELMALHIN,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,91
2022-2023 Fin,09H02695,ESCUELA DE EDUCACIÓN BÁSICA FISCAL MARTHA BUCARAM DE ROLDOS,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,162
2022-2023 Fin,09H02696,ESCUELA DE EDUCACIÓN BÁSICA FISCAL JUANA TOLA,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,320
2022-2023 Fin,09H02697,ESCUELA DE EDUCACIÓN BÁSICA FISCAL VICTOR EMILIO ESTRADA,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,103
2022-2023 Fin,09H02698,ESCUELA DE EDUCACIÓN BÁSICA FISCAL DR PÍO JARAMILLO ALVARADO,Zona 8,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON (PROGRESO),FISCAL,RURAL,6
2022-2023 Fin,09H02700,ESCUELA DE EDUCACIÓN BÁSICA DR MODESTO CHAVEZ   FRANCO,Zona 5,GUAYAS,DAULE,LIMONAL,FISCAL,RURAL,97
2022-2023 Fin,09H02701,ESCUELA DE EDUCACIÓN BÁSICA FISCAL PDTE JUAN DE DIOS MARTÍNEZ MERA,Zona 8,GUAYAS,GUAYAQUIL,MORRO,FISCAL,RURAL,29
2022-2023 Fin,09H02703,UNIDAD EDUCATIVA FISCAL JORGE YUNES HUESPED,Zona 8,GUAYAS,GUAYAQUIL,MORRO,FISCAL,RURAL,686
