Año lectivo,AMIE,Nombre_Institución,Zona,Provincia,Cantón,Parroquia,Sostenimiento,Área,Matricula_Total
2015-2016 Fin,01B00020,COLEGIO INTERCULTURAL BILINGUE DE  NARANCAY,ZONA 6,AZUAY,CUENCA,BAÑOS,FISCAL,RURAL,99
2015-2016 Fin,01B00021,ESCUELA DE EDUCACION BASICA SEIS DE JUNIO,ZONA 6,AZUAY,CUENCA,CHAUCHA,FISCAL,RURAL,19
2015-2016 Fin,01B00027,CECIB DE EDUCACION BASICA MONSEÑOR LEONIDAS PROAÑO II,ZONA 6,AZUAY,CUENCA,QUINGEO,FISCAL,RURAL,187
2015-2016 Fin,01B00028,CECIB DE EDUCACION BASICA ESTRELLA DE SAN JOSE,ZONA 6,AZUAY,CUENCA,QUINGEO,FISCAL,RURAL,9
2015-2016 Fin,01B00029,CECIB DE EDUCACIÓN BÁSICA EL TEJAR,ZONA 6,AZUAY,CUENCA,QUINGEO,FISCAL,RURAL,57
2015-2016 Fin,01B00030,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR BUENA ESPERANZA,ZONA 6,AZUAY,CUENCA,RICAURTE,PARTICULAR,RURAL,1157
2015-2016 Fin,01B00031,CECIB DE EDUCACION BASICA MONTE SINAÍ,ZONA 6,AZUAY,CUENCA,SANTA ANA,FISCAL,RURAL,51
2015-2016 Fin,01B00032,ESCUELA DE EDUCACIÓN BÁSICA XAVIER MUÑOZ CHÁVEZ,ZONA 6,AZUAY,CUENCA,TURI,FISCAL,RURAL,33
2015-2016 Fin,01B00034,CECIB DE EDUCACIÓN BÁSICA CESAR VICTORIANO MARTÍNEZ VERDUGO,ZONA 6,AZUAY,CUENCA,TURI,FISCAL,RURAL,60
2015-2016 Fin,01B00035,ESCUELA DE EDUCACIÓN BÁSICA MARCO MARTÍNEZ,ZONA 6,AZUAY,CUENCA,TURI,FISCAL,RURAL,42
2015-2016 Fin,01B00036,CECIB DE EDUCACIÓN BÁSICA  JUAN PEÑAFIEL,ZONA 6,AZUAY,CUENCA,SANTA ANA,FISCAL,RURAL,90
2015-2016 Fin,01B00037,CECIB DE EDUCACIÓN BÁSICA MIGUEL IGNACIO CORDERO MONCAYO,ZONA 6,AZUAY,GUALACEO,GUALACEO,FISCAL,URBANA,164
2015-2016 Fin,01B00041,ESCUELA DE EDUCACIÓN BÁSICA LA DOLOROSA,ZONA 6,AZUAY,GUALACEO,SAN JUAN,FISCAL,RURAL,85
2015-2016 Fin,01B00043,ESCUELA DE EDUCACIÓN BÁSICA RUMIÑAHUI,ZONA 6,AZUAY,GUALACEO,ZHIDMAD,FISCAL,RURAL,20
2015-2016 Fin,01B00045,CECIB DE EDUCACIÓN BÁSICA  EFRAÍN NAULA,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,105
2015-2016 Fin,01B00046,CECIB DE EDUCACIÓN BÁSICA ARTURO QUESADA MENDIETA,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,178
2015-2016 Fin,01B00047,CECIB DE EDUCACION BÁSICA  MONSEÑOR LEONIDAS PROAÑO 1,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,161
2015-2016 Fin,01B00048,CECIB DE EDUCACIÓN BÁSICA SAN JOSÉ,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,124
2015-2016 Fin,01B00049,CECIB DE EDUCACIÓN BÁSICA CESAR AGUSTÍN MOROCHO,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,148
2015-2016 Fin,01B00050,CECIB DE EDUCACIÓN BÁSICA JOSÉ ALBERTO MOROCHO,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,24
2015-2016 Fin,01B00051,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE SAN JOSÉ,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,92
2015-2016 Fin,01B00052,ESCUELA DE EDUCACIÓN BÁSICA BALTAZAR AGUIRRE,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,219
2015-2016 Fin,01B00053,CECIB DE EDUCACIÓN BÁSICA FERNANDO DAQUILEMA,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,29
2015-2016 Fin,01B00054,UNIDAD EDUCATIVA  COMUNITARIA INTERCULTURAL BILINGUE SHIÑA,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,137
2015-2016 Fin,01B00055,ESCUELA DE EDUCACIÓN BÁSICA  LA MERCED,ZONA 6,AZUAY,NABON,EL PROGRESO (CAB. EN ZHOTA),FISCAL,RURAL,25
2015-2016 Fin,01B00056,CECIB DE EDUCACIÓN BÁSICA JAIME ROLDOS AGUILERA,ZONA 6,AZUAY,SIGSIG,LUDO,FISCAL,RURAL,59
2015-2016 Fin,01B00057,CECIB DE EDUCACIÓN BÁSICA NUEVO SUSUDEL,ZONA 6,AZUAY,OÑA,SUSUDEL,FISCAL,RURAL,106
2015-2016 Fin,01B00059,ESCUELA DE EDUCACIÓN BÁSICA OSWALDO GUAYASAMIN,ZONA 6,AZUAY,CAMILO PONCE ENRIQUEZ,EL CARMEN DEL PIJILI,FISCAL,RURAL,7
2015-2016 Fin,01B00060,ESCUELA DE EDUCACIÓN BÁSICA JOSE PUZHI,ZONA 6,AZUAY,CUENCA,QUINGEO,FISCAL,RURAL,35
2015-2016 Fin,01B00065,CECIB DE EDUCACIÓN BÁSICA MARIO LEÓN,ZONA 6,AZUAY,CUENCA,MOLLETURO,FISCAL,RURAL,9
2015-2016 Fin,01B00066,ESCUELA DE EDUCACIÓN BÁSICA SAN VICENTE,ZONA 6,AZUAY,CUENCA,QUINGEO,FISCAL,RURAL,34
2015-2016 Fin,01B00067,CECIB DE EDUCACIÓN BÁSICA QUILLUSISAPAC RICCHARIMUI,ZONA 6,AZUAY,NABON,NABON,FISCAL,URBANA,43
2015-2016 Fin,01B00069,ESCUELA DE EDUCACIÓN BÁSICA 20 DE AGOSTO,ZONA 6,AZUAY,CAMILO PONCE ENRIQUEZ,EL CARMEN DEL PIJILI,FISCAL,RURAL,8
2015-2016 Fin,01B00071,ESCUELA DE EDUCACIÓN BÁSICA 27 DE SEPTIEMBRE,ZONA 6,AZUAY,OÑA,SAN FELIPE DE OÑA,FISCAL,URBANA,11
2015-2016 Fin,01B00072,ESCUELA DE EDUCACIÓN BÁSICA MARÍA AYORA PINEDA,ZONA 6,AZUAY,CUENCA,QUINGEO,FISCAL,RURAL,31
2015-2016 Fin,01B00073,ESCUELA DE EDUCACIÓN BÁSICA TRIGOPAMBA,ZONA 6,AZUAY,NABON,LAS NIEVES (CHAYA),FISCAL,RURAL,7
2015-2016 Fin,01H00001,ESCUELA DE EDUCACION BASICA PARTICULAR CRISTO REY,ZONA 6,AZUAY,CUENCA,BELLAVISTA,PARTICULAR,URBANA,129
2015-2016 Fin,01H00003,ESCUELA DE EDUCACIÓN BÁSICA RAFAEL AGUILAR PESANTEZ,ZONA 6,AZUAY,CUENCA,BELLAVISTA,FISCAL,URBANA,511
2015-2016 Fin,01H00007,CENTRO DE EDUCACIÓN INICIAL PARTICULAR LUNA DE CRISTAL,ZONA 6,AZUAY,CUENCA,BELLAVISTA,PARTICULAR,URBANA,18
2015-2016 Fin,01H00010,UNIDAD EDUCATIVA BENJAMÍN RAMIREZ ARTEAGA,ZONA 6,AZUAY,CUENCA,EL BATAN,FISCAL,URBANA,563
2015-2016 Fin,01H00011,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR NUEVO MILENIO,ZONA 6,AZUAY,CUENCA,BELLAVISTA,PARTICULAR,URBANA,74
2015-2016 Fin,01H00028,COLEGIO DE BACHILLERATO PARTICULAR PADRE FELIX ROCCHA,ZONA 6,AZUAY,CUENCA,BELLAVISTA,FISCOMISIONAL,URBANA,102
2015-2016 Fin,01H00035,UNIDAD EDUCATIVA LA INMACULADA,ZONA 6,AZUAY,CUENCA,TOTORACOCHA,FISCAL,URBANA,1192
2015-2016 Fin,01H00037,ESCUELA DE EDUCACIÓN BÁSICA JULIO MARIA MATOVELLE,ZONA 6,AZUAY,CUENCA,BELLAVISTA,FISCAL,URBANA,1471
2015-2016 Fin,01H00043,ESCUELA DE EDUCACIÓN BÁSICA FEDERICO PROAÑO,ZONA 6,AZUAY,CUENCA,BELLAVISTA,FISCAL,URBANA,1420
2015-2016 Fin,01H00045,COLEGIO DE BACHILLERATO PARTICULAR JOSE MARIA VELAZ PCEI,ZONA 6,AZUAY,CUENCA,BELLAVISTA,PARTICULAR,URBANA,113
2015-2016 Fin,01H00046,ESCUELA DE EDUCACIÓN BÁSICA FRANCISCA DÁVILA DE MUÑOZ,ZONA 6,AZUAY,CUENCA,BELLAVISTA,FISCAL,URBANA,750
2015-2016 Fin,01H00048,ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL PADRE CARLOS CRESPI,ZONA 6,AZUAY,CUENCA,BELLAVISTA,FISCOMISIONAL,URBANA,1142
2015-2016 Fin,01H00049,UNIDAD EDUCATIVA ALBERTO ANDRADE ARÍZAGA BRUMEL,ZONA 6,AZUAY,CUENCA,BELLAVISTA,FISCAL,URBANA,863
2015-2016 Fin,01H00052,CENTRO DE EDUCACION INICIAL PARTICULAR MAMYS DAY CARE,ZONA 6,AZUAY,CUENCA,BELLAVISTA,PARTICULAR,URBANA,38
2015-2016 Fin,01H00054,ESCUELA DE EDUCACION BASICA PARTICULAR ENSUEÑOS,ZONA 6,AZUAY,CUENCA,BELLAVISTA,PARTICULAR,URBANA,107
2015-2016 Fin,01H00060,CENTRO EDUCATIVO SOL DE TALENTOS,ZONA 6,AZUAY,CUENCA,BELLAVISTA,MUNICIPAL,URBANA,72
2015-2016 Fin,01H00061,ESCUELA DE EDUCACIÓN BÁSICA 3 DE NOVIEMBRE,ZONA 6,AZUAY,CUENCA,BELLAVISTA,FISCAL,URBANA,1073
2015-2016 Fin,01H00062,STEPHEN HAWKING,ZONA 6,AZUAY,CUENCA,BELLAVISTA,FISCAL,URBANA,41
2015-2016 Fin,01H00063,UNIDAD EDUCATIVA ESPECIAL DEL AZUAY,ZONA 6,AZUAY,CUENCA,CAÑARIBAMBA,FISCAL,URBANA,95
2015-2016 Fin,01H00064,CENTRO DE EDUCACION INICIAL PARTICULAR LETRAS Y VIDA,ZONA 6,AZUAY,CUENCA,CAÑARIBAMBA,PARTICULAR,URBANA,56
2015-2016 Fin,01H00066,CENTRO DE EDUCACION INICIAL PARTICULAR MIS ENANITOS,ZONA 6,AZUAY,CUENCA,CAÑARIBAMBA,PARTICULAR,URBANA,11
2015-2016 Fin,01H00067,ESCUELA DE EDUCACIÓN BÁSICA JULIO ABAD CHICA,ZONA 6,AZUAY,CUENCA,CAÑARIBAMBA,FISCAL,URBANA,1045
2015-2016 Fin,01H00070,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR RAYITO DE LUZ,ZONA 6,AZUAY,CUENCA,MONAY,PARTICULAR,URBANA,29
2015-2016 Fin,01H00072,UNIDAD EDUCATIVA ESPECIAL ADINEA,ZONA 6,AZUAY,CUENCA,CAÑARIBAMBA,PARTICULAR,URBANA,139
2015-2016 Fin,01H00074,UNIDAD EDUCATIVA ZOILA AURORA PALACIOS,ZONA 6,AZUAY,CUENCA,CAÑARIBAMBA,FISCAL,URBANA,1363
2015-2016 Fin,01H00075,JOSE MARIA VELAZ EXT. 03 CUENCA,ZONA 6,AZUAY,CUENCA,CAÑARIBAMBA,FISCOMISIONAL,URBANA,510
2015-2016 Fin,01H00076,CESAR DAVILA ANDRADE,ZONA 6,AZUAY,CUENCA,CAÑARIBAMBA,FISCAL,URBANA,840
2015-2016 Fin,01H00077,CENTRO DE EDUCACIÓN INICIAL RITA CHAVEZ DE MUÑOZ,ZONA 6,AZUAY,CUENCA,CAÑARIBAMBA,FISCAL,URBANA,91
2015-2016 Fin,01H00082,ESCUELA DE EDUCACIÓN BÁSICA DOCE DE ABRIL,ZONA 6,AZUAY,CUENCA,EL BATAN,FISCAL,URBANA,1008
2015-2016 Fin,01H00086,ESCUELA DE EDUCACIÓN BÁSICA HERMANO MIGUEL,ZONA 6,AZUAY,CUENCA,EL BATAN,FISCAL,URBANA,569
2015-2016 Fin,01H00087,CENTRO DE EDUCACIÓN INICIAL HERNAN MALO,ZONA 6,AZUAY,CUENCA,EL BATAN,FISCAL,URBANA,359
2015-2016 Fin,01H00088,ESCUELA DE EDUCACIÓN BÁSICA VICTOR MANUEL ALBORNOZ,ZONA 6,AZUAY,CUENCA,EL BATAN,FISCAL,URBANA,868
2015-2016 Fin,01H00089,CENTRO DE EDUCACIÓN INICIAL JOSE FIDEL HIDALGO,ZONA 6,AZUAY,CUENCA,EL BATAN,PARTICULAR,URBANA,63
2015-2016 Fin,01H00091,UNIDAD EDUCATIVA PARTICULAR JOSE F  HIDALGO,ZONA 6,AZUAY,CUENCA,EL BATAN,PARTICULAR,URBANA,106
2015-2016 Fin,01H00095,CENTRO DE EDUCACION INICIAL PARTICULAR MIS ANGELES,ZONA 6,AZUAY,CUENCA,EL BATAN,PARTICULAR,URBANA,44
2015-2016 Fin,01H00097,CENTRO DE ECUCACIÓN INICIAL PARTICULAR SANTA MARÍA DE LOS ÁNGELES,ZONA 6,AZUAY,CUENCA,EL BATAN,PARTICULAR,URBANA,24
2015-2016 Fin,01H00100,UNIDAD EDUCATIVA GABRIEL CEVALLOS GARCIA,ZONA 6,AZUAY,CUENCA,MACHANGARA,FISCAL,URBANA,645
2015-2016 Fin,01H00102,ESCUELA DE EDUCACIÓN BÁSICA EZEQUIEL CRESPO AMBROSI,ZONA 6,AZUAY,CUENCA,EL SAGRARIO,FISCAL,URBANA,608
2015-2016 Fin,01H00106,UNIDAD EDUCATIVA FRANCISCO FEBRES CORDERO,ZONA 6,AZUAY,CUENCA,EL SAGRARIO,FISCAL,URBANA,1409
2015-2016 Fin,01H00109,COLEGIO DE BACHILLERATO PARTICULAR SAN VICENTE DE PAUL PCEI,ZONA 6,AZUAY,CUENCA,EL SAGRARIO,PARTICULAR,URBANA,27
2015-2016 Fin,01H00112,UNIDAD EDUCATIVA DOLORES J TORRES,ZONA 6,AZUAY,CUENCA,EL SAGRARIO,FISCAL,URBANA,1636
2015-2016 Fin,01H00113,UNIDAD EDUCATIVA SALESIANA MARIA AUXILIADORA,ZONA 6,AZUAY,CUENCA,EL SAGRARIO,PARTICULAR,URBANA,979
2015-2016 Fin,01H00116,ESCUELA DE EDUCACIÓN BÁSICA OTTO AROSEMENA GÓMEZ,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCAL,URBANA,371
2015-2016 Fin,01H00117,UNIDAD EDUCATIVA PARTICULAR CORAZÓN DE MARÍA,ZONA 6,AZUAY,CUENCA,EL SAGRARIO,PARTICULAR,URBANA,1267
2015-2016 Fin,01H00118,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR PAULO VI,ZONA 6,AZUAY,CUENCA,EL SAGRARIO,PARTICULAR,URBANA,123
2015-2016 Fin,01H00119,ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL SAGRADO CORAZÓN,ZONA 6,AZUAY,CUENCA,EL SAGRARIO,FISCOMISIONAL,URBANA,525
2015-2016 Fin,01H00120,UNIDAD EDUCATIVA PARTICULAR MISIONEROS OBLATOS,ZONA 6,AZUAY,CUENCA,EL SAGRARIO,PARTICULAR,URBANA,518
2015-2016 Fin,01H00122,ESCUELA DE EDUCACIÓN BÁSICA CIUDAD DE CUENCA,ZONA 6,AZUAY,CUENCA,YANUNCAY,FISCAL,URBANA,737
2015-2016 Fin,01H00124,COLEGIO DE BACHILLERATO PARTICULAR PIO XII,ZONA 6,AZUAY,CUENCA,EL SAGRARIO,PARTICULAR,URBANA,125
2015-2016 Fin,01H00127,CENTRO DE EDUCACION INICIAL CIUDAD DE CUENCA,ZONA 6,AZUAY,CUENCA,GIL RAMIREZ DAVALOS,FISCAL,URBANA,480
2015-2016 Fin,01H00132,CENTRO DE EDUCACION INICIAL PARTICULAR NUESTRO MUNDO,ZONA 6,AZUAY,CUENCA,EL VECINO,PARTICULAR,URBANA,44
2015-2016 Fin,01H00134,CENTRO DE EDUCACIÓN INICIAL PARTICULAR LA DIVINA PROVIDENCIA,ZONA 6,AZUAY,CUENCA,EL VECINO,PARTICULAR,URBANA,33
2015-2016 Fin,01H00136,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR CARLOS CRESPI II,ZONA 6,AZUAY,CUENCA,EL VECINO,PARTICULAR,URBANA,171
2015-2016 Fin,01H00138,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR CRECIENDO LIBRES,ZONA 6,AZUAY,CUENCA,EL VECINO,PARTICULAR,URBANA,31
2015-2016 Fin,01H00140,LUIS MONSALVE POZO,ZONA 6,AZUAY,CUENCA,HERMANO MIGUEL,FISCAL,URBANA,511
2015-2016 Fin,01H00145,UNIDAD EDUCATIVA ZOILA ESPERANZA PALACIO,ZONA 6,AZUAY,CUENCA,EL VECINO,FISCAL,URBANA,1423
2015-2016 Fin,01H00146,COLEGIO DE BACHILLERATO PARTICULAR CARLOS CRESPI,ZONA 6,AZUAY,CUENCA,EL VECINO,PARTICULAR,URBANA,50
2015-2016 Fin,01H00148,ESCUELA DE EDUCACION BASICA MARY CORYLE,ZONA 6,AZUAY,CUENCA,EL VECINO,FISCAL,URBANA,301
2015-2016 Fin,01H00149,CENTRO DE EDUCACIÓN INICIAL PARTICULAR ABEJITAS LABORIOSAS,ZONA 6,AZUAY,CUENCA,EL VECINO,PARTICULAR,URBANA,11
2015-2016 Fin,01H00150,ESCUELA DE EDUCACIÓN BÁSICA LUIS ROBERTO BRAVO,ZONA 6,AZUAY,CUENCA,EL VECINO,FISCAL,URBANA,755
2015-2016 Fin,01H00152,COLEGIO DE BACHILLERATO MANUEL J CALLE,ZONA 6,AZUAY,CUENCA,EL VECINO,FISCAL,URBANA,1314
2015-2016 Fin,01H00153,ESCUELA DE EDUCACIÓN BÁSICA REPUBLICA DE CHILE,ZONA 6,AZUAY,CUENCA,EL VECINO,FISCAL,URBANA,405
2015-2016 Fin,01H00155,UNIDAD EDUCATIVA JUAN MONTALVO,ZONA 6,AZUAY,CUENCA,EL VECINO,FISCAL,URBANA,1342
2015-2016 Fin,01H00157,CONSERVATORIO SUPERIOR JOSE MARIA RODRIGUEZ,ZONA 6,AZUAY,CUENCA,BELLAVISTA,FISCAL,URBANA,0
2015-2016 Fin,01H00162,ESCUELA DE EDUCACION BASICA PARTICULAR LICEO DEL AZUAY,ZONA 6,AZUAY,CUENCA,GIL RAMIREZ DAVALOS,PARTICULAR,URBANA,142
2015-2016 Fin,01H00164,UNIDAD EDUCATIVA PARTICULAR SAN LUIS BELTRÁN,ZONA 6,AZUAY,CUENCA,GIL RAMIREZ DAVALOS,PARTICULAR,URBANA,415
2015-2016 Fin,01H00165,UNIDAD EDUCATIVA SAN FRANCISCO,ZONA 6,AZUAY,CUENCA,GIL RAMIREZ DAVALOS,FISCAL,URBANA,858
2015-2016 Fin,01H00172,UNIDAD EDUCATIVA PARTICULAR SANTA MARIANA DE JESÚS,ZONA 6,AZUAY,CUENCA,GIL RAMIREZ DAVALOS,PARTICULAR,URBANA,1301
2015-2016 Fin,01H00174,ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL DANIEL HERMIDA,ZONA 6,AZUAY,CUENCA,GIL RAMIREZ DAVALOS,FISCOMISIONAL,URBANA,255
2015-2016 Fin,01H00187,UNIDAD EDUCATIVA OCTAVIO CORDERO PALACIOS,ZONA 6,AZUAY,CUENCA,GIL RAMIREZ DAVALOS,FISCAL,URBANA,1701
2015-2016 Fin,01H00188,ESCUELA DE EDUCACION BASICA PARTICULAR ARZOBISPO SERRANO,ZONA 6,AZUAY,CUENCA,BELLAVISTA,PARTICULAR,URBANA,2211
2015-2016 Fin,01H00189,ESCUELA DE EDUCACIÓN BÁSICA HUAYNA-CÁPAC,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,FISCAL,URBANA,200
2015-2016 Fin,01H00190,ESCUELA DE EDUCACIÓN BÁSICA GABRIELA  MISTRAL,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,FISCAL,URBANA,371
2015-2016 Fin,01H00196,COLEGIO DE BACHILLERATO DANIEL CORDOVA  TORAL,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,FISCAL,URBANA,662
2015-2016 Fin,01H00199,UNIDAD EDUCATIVA PARTICULAR HERMANO MIGUEL  DE LA SALLE,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,PARTICULAR,URBANA,1965
2015-2016 Fin,01H00203,ESCUELA DE EDUCACIÓN BÁSICA REPÚBLICA DE COLOMBIA,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,FISCAL,URBANA,399
2015-2016 Fin,01H00204,UNIDAD EDUCATIVA FISCOMISIONAL JOSE MARIA VELAZ EXT 68 B,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,FISCOMISIONAL,URBANA,298
2015-2016 Fin,01H00205,CENTRO DE EDUCACIÓN INICIAL CARLOS ZAMBRANO OREJUELA,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,FISCAL,URBANA,231
2015-2016 Fin,01H00209,UNIDAD EDUCATIVA FISCOMISIONAL FE Y ALEGRIA,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,FISCOMISIONAL,URBANA,973
2015-2016 Fin,01H00213,UNIDAD EDUCATIVA PARTICULAR LA ASUNCION,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,PARTICULAR,URBANA,2902
2015-2016 Fin,01H00220,CENTRO DE EDUCACIÓN INICIAL PARTICULAR LA COMETA,ZONA 6,AZUAY,CUENCA,YANUNCAY,PARTICULAR,URBANA,94
2015-2016 Fin,01H00221,SAN JOSE DE CALASANZ,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,FISCOMISIONAL,URBANA,83
2015-2016 Fin,01H00222,CENTRO DE EDUCACION INICIAL MUNICIPAL CEDEI 27 DE FEBRERO,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,MUNICIPAL,URBANA,29
2015-2016 Fin,01H00224,CENTRO DE EDUCACION INICIAL PARTICULAR TRAVESURAS,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,PARTICULAR,URBANA,47
2015-2016 Fin,01H00226,UNIDAD EDUCATIVA  ESPECIAL CLAUDIO NEIRA GARZON,ZONA 6,AZUAY,CUENCA,MACHANGARA,FISCAL,URBANA,81
2015-2016 Fin,01H00227,UNIDAD EDUCATIVA ESPECIAL AGUSTIN CUEVA TAMARIZ,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,FISCAL,URBANA,142
2015-2016 Fin,01H00228,UNIDAD DE EDUCACION ESPECIAL SONVA,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,FISCAL,URBANA,23
2015-2016 Fin,01H00229,CENTRO DE EDUCACIÓN INICIAL PARTICULAR SOL NACIENTE,ZONA 6,AZUAY,CUENCA,HUAYNACAPAC,PARTICULAR,URBANA,44
2015-2016 Fin,01H00231,UNIDAD EDUCATIVA PARTICULAR AUSUBEL HIGH SCHOOL,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,PARTICULAR,URBANA,610
2015-2016 Fin,01H00232,CENTRO DE ARTES ESPECIALES MUNDO NUEVO,ZONA 6,AZUAY,CUENCA,MACHANGARA,FISCOMISIONAL,URBANA,26
2015-2016 Fin,01H00233,UNIDAD EDUCATIVA MARIO RIZZINI,ZONA 6,AZUAY,CUENCA,MACHANGARA,FISCAL,URBANA,780
2015-2016 Fin,01H00237,ESCUELA DE EDUCACION BASICA CAZADORES DE LOS RIOS,ZONA 6,AZUAY,CUENCA,MACHANGARA,FISCAL,URBANA,562
2015-2016 Fin,01H00238,UNIDAD EDUCATIVA FISCOMISIONAL JUAN BAUTISTA STIEHLE,ZONA 6,AZUAY,CUENCA,MACHANGARA,FISCOMISIONAL,URBANA,278
2015-2016 Fin,01H00241,UNIDAD EDUCATIVA PARTICULAR KENNEDY,ZONA 6,AZUAY,CUENCA,MACHANGARA,PARTICULAR,URBANA,479
2015-2016 Fin,01H00246,UNIDAD EDUCATIVA CESAR ANDRADE Y CORDERO,ZONA 6,AZUAY,CUENCA,MONAY,FISCAL,URBANA,257
2015-2016 Fin,01H00249,COLEGIO DE BACHILLERATO MANUELA  GARAICOA DE CALDERON,ZONA 6,AZUAY,CUENCA,MONAY,FISCAL,URBANA,1363
2015-2016 Fin,01H00253,ESCUELA DE EDUCACIÓN BÁSICA CATALINA GUERRERO,ZONA 6,AZUAY,CUENCA,VALLE,FISCAL,RURAL,332
2015-2016 Fin,01H00255,ESCUELA DE EDUCACIÓN BÁSICA IVÁN SALGADO,ZONA 6,AZUAY,CUENCA,MONAY,FISCAL,URBANA,863
2015-2016 Fin,01H00256,ESCUELA DE EDUCACIÓN BÁSICA IGNACIO ANDRADE ARÍZAGA,ZONA 6,AZUAY,CUENCA,MONAY,FISCAL,URBANA,193
2015-2016 Fin,01H00258,UNIDAD EDUCATIVA PARTICULAR COREL,ZONA 6,AZUAY,CUENCA,MONAY,PARTICULAR,URBANA,378
2015-2016 Fin,01H00259,ESCUELA DE EDUCACION BASICA ANDRES F CORDOVA,ZONA 6,AZUAY,CUENCA,MONAY,FISCAL,URBANA,233
2015-2016 Fin,01H00265,UNIDAD EDUCATIVA PARTICULAR LATINOAMERICANO,ZONA 6,AZUAY,CUENCA,MONAY,PARTICULAR,URBANA,756
2015-2016 Fin,01H00271,UNIDAD EDUCATIVA PARTICULAR SUDAMERICANO,ZONA 6,AZUAY,CUENCA,RICAURTE,PARTICULAR,RURAL,547
2015-2016 Fin,01H00272,ESCUELA DE EDUCACIÓN BÁSICA LUIS CORDERO CRESPO,ZONA 6,AZUAY,CUENCA,SAN BLAS,FISCAL,URBANA,1699
2015-2016 Fin,01H00274,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR FRANCISCA ARÍZAGA TORAL,ZONA 6,AZUAY,CUENCA,SAN BLAS,PARTICULAR,URBANA,7
2015-2016 Fin,01H00276,CENTRO DE EDUCACIÓN INICIAL PARTICULAR MI CASITA,ZONA 6,AZUAY,CUENCA,SAN BLAS,PARTICULAR,URBANA,101
2015-2016 Fin,01H00277,ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL TERESA VALSE,ZONA 6,AZUAY,CUENCA,SAN BLAS,FISCOMISIONAL,URBANA,874
2015-2016 Fin,01H00281,ESCUELA DE EDUCACIÓN BÁSICA MANUELA CAÑIZARES,ZONA 6,AZUAY,CUENCA,SAN BLAS,FISCAL,URBANA,709
2015-2016 Fin,01H00283,UNIDAD EDUCATIVA FISCOMISIONAL A DISTANCIA DEL AZUAY,ZONA 6,AZUAY,CUENCA,CAÑARIBAMBA,FISCOMISIONAL,URBANA,1499
2015-2016 Fin,01H00285,COLEGIO DE BACHILLERATO PARTICULAR REPÚBLICA DE ARGENTINA PCEI,ZONA 6,AZUAY,CUENCA,SAN BLAS,PARTICULAR,URBANA,90
2015-2016 Fin,01H00286,SAN BLAS,ZONA 6,AZUAY,CUENCA,SAN BLAS,MUNICIPAL,URBANA,58
2015-2016 Fin,01H00296,UNIDAD EDUCATIVA PARTICULAR SAGRADOS CORAZONES,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,PARTICULAR,URBANA,1127
2015-2016 Fin,01H00300,UNIDAD EDUCATIVA PARTICULAR SANTANA,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,PARTICULAR,URBANA,720
2015-2016 Fin,01H00301,IRFEYAL UNIDAD EDUCATIVA JOSE MARIA VELAZ EXT 105,ZONA 6,AZUAY,CUENCA,SAN SEBASTIAN,FISCOMISIONAL,URBANA,267
