provincia,anio,ciiu,total_vab_miles_usd
ESMERALDAS,2021,CONSTRUCCIÓN,49774720.0
ESMERALDAS,2021,ECONOMÍA TOTAL,1730963820.0
ESMERALDAS,2021,ENSEÑANZA,152726350.0
ESMERALDAS,2021,EXPLOTACIÓN DE MINAS Y CANTERAS,487810.0
ESMERALDAS,2021,MANUFACTURA,652831400.0
ESMERALDAS,2021,OTROS SERVICIOS,28570700.0
ESMERALDAS,2021,SALUD,37167950.0
ESMERALDAS,2021,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,33459450.0
ESMERALDAS,2021,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",38769810.0
ESMERALDAS,2022,ACTIVIDADES FINANCIERAS,22336630.0
ESMERALDAS,2022,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,84773520.0
ESMERALDAS,2022,ADMINISTRACIÓN PÚBLICA,233914010.0
ESMERALDAS,2022,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",253696610.0
ESMERALDAS,2022,ALOJAMIENTO Y SERVICIOS DE COMIDA,12146280.0
ESMERALDAS,2022,COMERCIO,209861990.0
ESMERALDAS,2022,CONSTRUCCIÓN,52710160.0
ESMERALDAS,2022,ECONOMÍA TOTAL,1910835180.0
ESMERALDAS,2022,ENSEÑANZA,137109410.0
ESMERALDAS,2022,EXPLOTACIÓN DE MINAS Y CANTERAS,613730.0
ESMERALDAS,2022,MANUFACTURA,478940070.0
ESMERALDAS,2022,OTROS SERVICIOS,31977480.0
ESMERALDAS,2022,SALUD,40789590.0
ESMERALDAS,2022,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,39792420.0
ESMERALDAS,2022,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",312173280.0
ESMERALDAS,2023,ACTIVIDADES FINANCIERAS,32706030.0
ESMERALDAS,2023,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,73775380.0
ESMERALDAS,2023,ADMINISTRACIÓN PÚBLICA,208992090.0
ESMERALDAS,2023,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",296200900.0
ESMERALDAS,2023,ALOJAMIENTO Y SERVICIOS DE COMIDA,10316440.0
ESMERALDAS,2023,COMERCIO,221210970.0
ESMERALDAS,2023,CONSTRUCCIÓN,49253260.0
ESMERALDAS,2023,ECONOMÍA TOTAL,1805635010.0
ESMERALDAS,2023,ENSEÑANZA,159838390.0
ESMERALDAS,2023,EXPLOTACIÓN DE MINAS Y CANTERAS,648280.0
ESMERALDAS,2023,MANUFACTURA,456896430.0
ESMERALDAS,2023,OTROS SERVICIOS,36246500.0
ESMERALDAS,2023,SALUD,41553450.0
ESMERALDAS,2023,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,38182820.0
ESMERALDAS,2023,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",179814070.0
ESMERALDAS,2024,ACTIVIDADES FINANCIERAS,12822590.0
ESMERALDAS,2024,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,50686040.0
ESMERALDAS,2024,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",33450730.000000004
ESMERALDAS,2024,ALOJAMIENTO Y SERVICIOS DE COMIDA,4122180.0000000005
ESMERALDAS,2024,COMERCIO,111871030.0
ESMERALDAS,2024,CONSTRUCCIÓN,21995530.0
ESMERALDAS,2024,EXPLOTACIÓN DE MINAS Y CANTERAS,58690.0
ESMERALDAS,2024,MANUFACTURA,519316650.0
ESMERALDAS,2024,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,26078710.0
ESMERALDAS,2024,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",113151360.0
GALÁPAGOS,2018,ACTIVIDADES FINANCIERAS,2531980.0
GALÁPAGOS,2018,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,100889900.0
GALÁPAGOS,2018,ADMINISTRACIÓN PÚBLICA,38711050.0
GALÁPAGOS,2018,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",22127030.0
GALÁPAGOS,2018,ALOJAMIENTO Y SERVICIOS DE COMIDA,32112330.0
GALÁPAGOS,2018,COMERCIO,27934440.0
GALÁPAGOS,2018,CONSTRUCCIÓN,13436520.0
GALÁPAGOS,2018,ECONOMÍA TOTAL,339377710.0
GALÁPAGOS,2018,ENSEÑANZA,6401710.0
GALÁPAGOS,2018,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
GALÁPAGOS,2018,MANUFACTURA,4431390.0
GALÁPAGOS,2018,OTROS SERVICIOS,3135810.0
GALÁPAGOS,2018,SALUD,5735480.0
GALÁPAGOS,2018,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,4202790.0
GALÁPAGOS,2018,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",77727280.0
GALÁPAGOS,2019,ACTIVIDADES FINANCIERAS,2769730.0
GALÁPAGOS,2019,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,96458910.0
GALÁPAGOS,2019,ADMINISTRACIÓN PÚBLICA,47969240.0
GALÁPAGOS,2019,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",23221740.0
GALÁPAGOS,2019,ALOJAMIENTO Y SERVICIOS DE COMIDA,36746930.0
GALÁPAGOS,2019,COMERCIO,30217450.0
GALÁPAGOS,2019,CONSTRUCCIÓN,13037390.0
GALÁPAGOS,2019,ECONOMÍA TOTAL,361892400.0
GALÁPAGOS,2019,ENSEÑANZA,6297690.0
GALÁPAGOS,2019,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
GALÁPAGOS,2019,MANUFACTURA,4310060.0
GALÁPAGOS,2019,OTROS SERVICIOS,6166600.0
GALÁPAGOS,2019,SALUD,5328890.0
GALÁPAGOS,2019,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,4733420.0
GALÁPAGOS,2019,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",84634350.0
GALÁPAGOS,2020,ACTIVIDADES FINANCIERAS,1802180.0
GALÁPAGOS,2020,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,71868310.0
GALÁPAGOS,2020,ADMINISTRACIÓN PÚBLICA,53012290.0
GALÁPAGOS,2020,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",13190780.0
GALÁPAGOS,2020,ALOJAMIENTO Y SERVICIOS DE COMIDA,11737790.0
GALÁPAGOS,2020,COMERCIO,23331490.0
GALÁPAGOS,2020,CONSTRUCCIÓN,6477130.0
GALÁPAGOS,2020,ECONOMÍA TOTAL,241889740.0
GALÁPAGOS,2020,ENSEÑANZA,5637930.0
GALÁPAGOS,2020,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
GALÁPAGOS,2020,MANUFACTURA,3053760.0
GALÁPAGOS,2020,OTROS SERVICIOS,4365520.0
GALÁPAGOS,2020,SALUD,6000980.0
GALÁPAGOS,2020,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,3859750.0
GALÁPAGOS,2020,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",37551830.0
GALÁPAGOS,2021,ACTIVIDADES FINANCIERAS,2597160.0
GALÁPAGOS,2021,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,59314160.0
GALÁPAGOS,2021,ADMINISTRACIÓN PÚBLICA,48317530.0
GALÁPAGOS,2021,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",13305700.0
GALÁPAGOS,2021,ALOJAMIENTO Y SERVICIOS DE COMIDA,14482820.0
GALÁPAGOS,2021,COMERCIO,17555540.0
GALÁPAGOS,2021,CONSTRUCCIÓN,7441290.0
GALÁPAGOS,2021,ECONOMÍA TOTAL,212675050.0
GALÁPAGOS,2021,ENSEÑANZA,5535650.0
GALÁPAGOS,2021,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
GALÁPAGOS,2021,MANUFACTURA,2668530.0
GALÁPAGOS,2021,OTROS SERVICIOS,4206610.0
GALÁPAGOS,2021,SALUD,4640730.0
GALÁPAGOS,2021,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,3891920.0
GALÁPAGOS,2021,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",28717410.0
GALÁPAGOS,2022,ACTIVIDADES FINANCIERAS,3703220.0
GALÁPAGOS,2022,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,55775490.0
GALÁPAGOS,2022,ADMINISTRACIÓN PÚBLICA,54407090.0
GALÁPAGOS,2022,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",7172580.0
GALÁPAGOS,2022,ALOJAMIENTO Y SERVICIOS DE COMIDA,20901940.0
GALÁPAGOS,2022,COMERCIO,15799430.0
GALÁPAGOS,2022,CONSTRUCCIÓN,10102930.0
GALÁPAGOS,2022,ECONOMÍA TOTAL,231873050.0
GALÁPAGOS,2022,ENSEÑANZA,5338190.0
GALÁPAGOS,2022,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
GALÁPAGOS,2022,MANUFACTURA,2403300.0
GALÁPAGOS,2022,OTROS SERVICIOS,4096320.0
GALÁPAGOS,2022,SALUD,4838230.0
GALÁPAGOS,2022,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,3865890.0
GALÁPAGOS,2022,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",43468440.0
GALÁPAGOS,2023,ACTIVIDADES FINANCIERAS,4815260.0
GALÁPAGOS,2023,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,75787830.0
GALÁPAGOS,2023,ADMINISTRACIÓN PÚBLICA,54652680.0
GALÁPAGOS,2023,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",13100750.0
GALÁPAGOS,2023,ALOJAMIENTO Y SERVICIOS DE COMIDA,20980780.0
GALÁPAGOS,2023,COMERCIO,22483220.0
GALÁPAGOS,2023,CONSTRUCCIÓN,12935440.0
GALÁPAGOS,2023,ECONOMÍA TOTAL,282115080.0
GALÁPAGOS,2023,ENSEÑANZA,6022110.0
GALÁPAGOS,2023,EXPLOTACIÓN DE MINAS Y CANTERAS,0.0
GALÁPAGOS,2023,MANUFACTURA,3950680.0
GALÁPAGOS,2023,OTROS SERVICIOS,3279380.0
GALÁPAGOS,2023,SALUD,4949670.0
GALÁPAGOS,2023,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,4561940.0
GALÁPAGOS,2023,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",54595340.0
GUAYAS,2018,ACTIVIDADES FINANCIERAS,958958960.0
GUAYAS,2018,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,5780462720.0
GUAYAS,2018,ADMINISTRACIÓN PÚBLICA,1476151270.0
GUAYAS,2018,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",2077799710.0
GUAYAS,2018,ALOJAMIENTO Y SERVICIOS DE COMIDA,437957720.0
GUAYAS,2018,COMERCIO,5214118780.0
GUAYAS,2018,CONSTRUCCIÓN,1582917180.0
GUAYAS,2018,ECONOMÍA TOTAL,29484068790.0
GUAYAS,2018,ENSEÑANZA,1298004380.0
GUAYAS,2018,EXPLOTACIÓN DE MINAS Y CANTERAS,54020810.0
GUAYAS,2018,MANUFACTURA,5578572960.0
GUAYAS,2018,OTROS SERVICIOS,599706720.0
GUAYAS,2018,SALUD,1415845910.0
GUAYAS,2018,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,481609120.0
GUAYAS,2018,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",2527942550.0
GUAYAS,2019,ACTIVIDADES FINANCIERAS,980602920.0
GUAYAS,2019,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,5788029960.0
GUAYAS,2019,ADMINISTRACIÓN PÚBLICA,1752662010.0
GUAYAS,2019,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",2310675180.0
GUAYAS,2019,ALOJAMIENTO Y SERVICIOS DE COMIDA,476091210.0
GUAYAS,2019,COMERCIO,5219223070.0
GUAYAS,2019,CONSTRUCCIÓN,1463355950.0
GUAYAS,2019,ECONOMÍA TOTAL,30192388420.0
GUAYAS,2019,ENSEÑANZA,1331367720.0
GUAYAS,2019,EXPLOTACIÓN DE MINAS Y CANTERAS,59464830.0
GUAYAS,2019,MANUFACTURA,5591917310.0
GUAYAS,2019,OTROS SERVICIOS,640195140.0
GUAYAS,2019,SALUD,1394875580.0
GUAYAS,2019,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,566866030.0
GUAYAS,2019,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",2617061510.0
GUAYAS,2020,ACTIVIDADES FINANCIERAS,992104240.0
GUAYAS,2020,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,5687839820.0
GUAYAS,2020,ADMINISTRACIÓN PÚBLICA,1864164180.0
GUAYAS,2020,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",2131347750.0
GUAYAS,2020,ALOJAMIENTO Y SERVICIOS DE COMIDA,405125710.0
GUAYAS,2020,COMERCIO,5008252550.0
GUAYAS,2020,CONSTRUCCIÓN,1066065330.0
GUAYAS,2020,ECONOMÍA TOTAL,28743798100.0
GUAYAS,2020,ENSEÑANZA,1246869890.0
GUAYAS,2020,EXPLOTACIÓN DE MINAS Y CANTERAS,52829890.0
GUAYAS,2020,MANUFACTURA,5418324260.0
GUAYAS,2020,OTROS SERVICIOS,515662110.0
GUAYAS,2020,SALUD,1330830830.0
GUAYAS,2020,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,508810720.0
GUAYAS,2020,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",2515570820.0
GUAYAS,2021,ACTIVIDADES FINANCIERAS,966140090.0
GUAYAS,2021,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,6148398790.0
GUAYAS,2021,ADMINISTRACIÓN PÚBLICA,1624933940.0
GUAYAS,2021,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",2490181400.0
GUAYAS,2021,ALOJAMIENTO Y SERVICIOS DE COMIDA,469985450.0
GUAYAS,2021,COMERCIO,5837049170.0
GUAYAS,2021,CONSTRUCCIÓN,1211469610.0
GUAYAS,2021,ECONOMÍA TOTAL,31299022740.0
GUAYAS,2021,ENSEÑANZA,1265207030.0
GUAYAS,2021,EXPLOTACIÓN DE MINAS Y CANTERAS,46188880.0
GUAYAS,2021,MANUFACTURA,6188672450.0
GUAYAS,2021,OTROS SERVICIOS,550406460.0
GUAYAS,2021,SALUD,1300599430.0
GUAYAS,2021,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,580237380.0
GUAYAS,2021,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",2619552660.0
GUAYAS,2022,ACTIVIDADES FINANCIERAS,1217628330.0
GUAYAS,2022,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,6233290180.0
GUAYAS,2022,ADMINISTRACIÓN PÚBLICA,1816539680.0
GUAYAS,2022,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",2369808670.0
GUAYAS,2022,ALOJAMIENTO Y SERVICIOS DE COMIDA,504838710.0
GUAYAS,2022,COMERCIO,6838302450.0
GUAYAS,2022,CONSTRUCCIÓN,1343951810.0
GUAYAS,2022,ECONOMÍA TOTAL,34317145820.0
GUAYAS,2022,ENSEÑANZA,1357845370.0
GUAYAS,2022,EXPLOTACIÓN DE MINAS Y CANTERAS,72149030.0
GUAYAS,2022,MANUFACTURA,7094641260.0
GUAYAS,2022,OTROS SERVICIOS,611321560.0
GUAYAS,2022,SALUD,1457408310.0
GUAYAS,2022,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,643701190.0
GUAYAS,2022,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",2755719270.0
GUAYAS,2023,ACTIVIDADES FINANCIERAS,1337056450.0
GUAYAS,2023,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,6895814520.0
GUAYAS,2023,ADMINISTRACIÓN PÚBLICA,1868412790.0
GUAYAS,2023,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",2419696890.0
GUAYAS,2023,ALOJAMIENTO Y SERVICIOS DE COMIDA,563206990.0
GUAYAS,2023,COMERCIO,6707721350.0
GUAYAS,2023,CONSTRUCCIÓN,1446666180.0
GUAYAS,2023,ECONOMÍA TOTAL,35912077400.0
GUAYAS,2023,ENSEÑANZA,1401887550.0
GUAYAS,2023,EXPLOTACIÓN DE MINAS Y CANTERAS,132440560.0
GUAYAS,2023,MANUFACTURA,7526536900.0
GUAYAS,2023,OTROS SERVICIOS,474781480.0
GUAYAS,2023,SALUD,1528532400.0
GUAYAS,2023,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,636345020.0
GUAYAS,2023,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",2972978320.0
IMBABURA,2018,ACTIVIDADES FINANCIERAS,67360180.0
IMBABURA,2018,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,181106790.0
IMBABURA,2018,ADMINISTRACIÓN PÚBLICA,204032890.0
IMBABURA,2018,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",143788650.0
IMBABURA,2018,ALOJAMIENTO Y SERVICIOS DE COMIDA,31238320.0
IMBABURA,2018,COMERCIO,224799210.0
IMBABURA,2018,CONSTRUCCIÓN,104031100.0
IMBABURA,2018,ECONOMÍA TOTAL,1567276620.0
IMBABURA,2018,ENSEÑANZA,153760010.0
IMBABURA,2018,EXPLOTACIÓN DE MINAS Y CANTERAS,14763630.0
IMBABURA,2018,MANUFACTURA,237459920.0
IMBABURA,2018,OTROS SERVICIOS,30498820.0
IMBABURA,2018,SALUD,62750080.0
IMBABURA,2018,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,25283910.0
IMBABURA,2018,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",86403110.0
IMBABURA,2019,ACTIVIDADES FINANCIERAS,71848720.0
IMBABURA,2019,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,169432300.0
IMBABURA,2019,ADMINISTRACIÓN PÚBLICA,204293560.0
IMBABURA,2019,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",136176580.0
IMBABURA,2019,ALOJAMIENTO Y SERVICIOS DE COMIDA,33043090.0
IMBABURA,2019,COMERCIO,246219760.0
IMBABURA,2019,CONSTRUCCIÓN,101732850.0
IMBABURA,2019,ECONOMÍA TOTAL,1579691320.0
IMBABURA,2019,ENSEÑANZA,155304270.0
IMBABURA,2019,EXPLOTACIÓN DE MINAS Y CANTERAS,14211730.0
IMBABURA,2019,MANUFACTURA,228679340.0
IMBABURA,2019,OTROS SERVICIOS,35641810.0
IMBABURA,2019,SALUD,64972080.0
IMBABURA,2019,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,28141750.0
IMBABURA,2019,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",89993480.0
IMBABURA,2020,ACTIVIDADES FINANCIERAS,63873820.0
IMBABURA,2020,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,135397680.0
IMBABURA,2020,ADMINISTRACIÓN PÚBLICA,194866260.0
IMBABURA,2020,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",122774690.0
IMBABURA,2020,ALOJAMIENTO Y SERVICIOS DE COMIDA,21744370.0
IMBABURA,2020,COMERCIO,183739970.0
IMBABURA,2020,CONSTRUCCIÓN,67646280.0
IMBABURA,2020,ECONOMÍA TOTAL,1315622010.0
IMBABURA,2020,ENSEÑANZA,143525420.0
IMBABURA,2020,EXPLOTACIÓN DE MINAS Y CANTERAS,11737310.0
IMBABURA,2020,MANUFACTURA,187585940.0
IMBABURA,2020,OTROS SERVICIOS,24275420.0
IMBABURA,2020,SALUD,65140890.0
IMBABURA,2020,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,26072080.0
IMBABURA,2020,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",67241880.0
IMBABURA,2021,ACTIVIDADES FINANCIERAS,72285320.0
IMBABURA,2021,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,146546830.0
IMBABURA,2021,ADMINISTRACIÓN PÚBLICA,141721790.0
IMBABURA,2021,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",115892720.0
IMBABURA,2021,ALOJAMIENTO Y SERVICIOS DE COMIDA,29281720.0
IMBABURA,2021,COMERCIO,228918030.0
IMBABURA,2021,CONSTRUCCIÓN,85992730.0
IMBABURA,2021,ECONOMÍA TOTAL,1384566620.0
IMBABURA,2021,ENSEÑANZA,147453020.0
IMBABURA,2021,EXPLOTACIÓN DE MINAS Y CANTERAS,10051290.0
IMBABURA,2021,MANUFACTURA,210464840.0
IMBABURA,2021,OTROS SERVICIOS,32634880.0
IMBABURA,2021,SALUD,61703270.0
IMBABURA,2021,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,28512240.0
IMBABURA,2021,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",73107940.0
IMBABURA,2022,ACTIVIDADES FINANCIERAS,89669040.0
IMBABURA,2022,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,160967610.0
IMBABURA,2022,ADMINISTRACIÓN PÚBLICA,95281700.0
IMBABURA,2022,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",114664170.0
IMBABURA,2022,ALOJAMIENTO Y SERVICIOS DE COMIDA,30437490.0
IMBABURA,2022,COMERCIO,274643240.0
IMBABURA,2022,CONSTRUCCIÓN,93119430.0
IMBABURA,2022,ECONOMÍA TOTAL,1470356100.0
IMBABURA,2022,ENSEÑANZA,180934880.0
IMBABURA,2022,EXPLOTACIÓN DE MINAS Y CANTERAS,11474820.0
IMBABURA,2022,MANUFACTURA,197490160.0
IMBABURA,2022,OTROS SERVICIOS,35144580.0
IMBABURA,2022,SALUD,74118720.0
IMBABURA,2022,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,29618050.0
IMBABURA,2022,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",82792210.0
IMBABURA,2023,ACTIVIDADES FINANCIERAS,98937760.0
IMBABURA,2023,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,159605260.0
IMBABURA,2023,ADMINISTRACIÓN PÚBLICA,242376120.0
IMBABURA,2023,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",132401270.0
IMBABURA,2023,ALOJAMIENTO Y SERVICIOS DE COMIDA,20282220.0
IMBABURA,2023,COMERCIO,223141550.0
IMBABURA,2023,CONSTRUCCIÓN,113334280.0
IMBABURA,2023,ECONOMÍA TOTAL,1655475150.0
IMBABURA,2023,ENSEÑANZA,198738340.0
IMBABURA,2023,EXPLOTACIÓN DE MINAS Y CANTERAS,21130130.0
IMBABURA,2023,MANUFACTURA,218700380.0
IMBABURA,2023,OTROS SERVICIOS,38494300.0
IMBABURA,2023,SALUD,77975010.0
IMBABURA,2023,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,29182720.0
IMBABURA,2023,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",81175810.0
LOJA,2018,ACTIVIDADES FINANCIERAS,80280670.0
LOJA,2018,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,153121400.0
LOJA,2018,ADMINISTRACIÓN PÚBLICA,277519960.0
LOJA,2018,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",94114170.0
LOJA,2018,ALOJAMIENTO Y SERVICIOS DE COMIDA,17122250.0
LOJA,2018,COMERCIO,213776350.0
LOJA,2018,CONSTRUCCIÓN,102329960.0
LOJA,2018,ECONOMÍA TOTAL,1526839510.0
LOJA,2018,ENSEÑANZA,265454980.0
LOJA,2018,EXPLOTACIÓN DE MINAS Y CANTERAS,4262470.0
LOJA,2018,MANUFACTURA,72968990.0
LOJA,2018,OTROS SERVICIOS,46237500.0
LOJA,2018,SALUD,94887800.0
LOJA,2018,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,19608180.0
LOJA,2018,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",85154830.0
LOJA,2019,ACTIVIDADES FINANCIERAS,84802760.0
LOJA,2019,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,155702230.0
LOJA,2019,ADMINISTRACIÓN PÚBLICA,283168810.0
LOJA,2019,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",87307530.0
LOJA,2019,ALOJAMIENTO Y SERVICIOS DE COMIDA,19395140.0
LOJA,2019,COMERCIO,261350860.0
LOJA,2019,CONSTRUCCIÓN,100523880.0
LOJA,2019,ECONOMÍA TOTAL,1622200480.0
LOJA,2019,ENSEÑANZA,274478500.0
LOJA,2019,EXPLOTACIÓN DE MINAS Y CANTERAS,2264630.0
LOJA,2019,MANUFACTURA,74051330.0
LOJA,2019,OTROS SERVICIOS,37184030.0
LOJA,2019,SALUD,110872630.0
LOJA,2019,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,22329150.0
LOJA,2019,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",108769000.0
LOJA,2020,ACTIVIDADES FINANCIERAS,79255220.0
LOJA,2020,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,140441640.0
LOJA,2020,ADMINISTRACIÓN PÚBLICA,283043050.0
LOJA,2020,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",66456460.0
LOJA,2020,ALOJAMIENTO Y SERVICIOS DE COMIDA,13331990.0
LOJA,2020,COMERCIO,206431350.0
LOJA,2020,CONSTRUCCIÓN,67721850.0
LOJA,2020,ECONOMÍA TOTAL,1407101780.0
LOJA,2020,ENSEÑANZA,253593330.0
LOJA,2020,EXPLOTACIÓN DE MINAS Y CANTERAS,2400140.0
LOJA,2020,MANUFACTURA,65756170.0
LOJA,2020,OTROS SERVICIOS,24451590.0
LOJA,2020,SALUD,112584840.0
LOJA,2020,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,19968210.0
LOJA,2020,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",71665940.0
LOJA,2021,ACTIVIDADES FINANCIERAS,89468050.0
LOJA,2021,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,144923880.0
LOJA,2021,ADMINISTRACIÓN PÚBLICA,264925080.0
LOJA,2021,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",70090610.0
LOJA,2021,ALOJAMIENTO Y SERVICIOS DE COMIDA,17109450.0
LOJA,2021,COMERCIO,211341820.0
LOJA,2021,CONSTRUCCIÓN,88030110.0
LOJA,2021,ECONOMÍA TOTAL,1475304520.0
LOJA,2021,ENSEÑANZA,266676180.0
LOJA,2021,EXPLOTACIÓN DE MINAS Y CANTERAS,2365700.0
LOJA,2021,MANUFACTURA,68040630.0
LOJA,2021,OTROS SERVICIOS,29377100.0
LOJA,2021,SALUD,105642450.0
LOJA,2021,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,20882100.0
LOJA,2021,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",96431360.0
LOJA,2022,ACTIVIDADES FINANCIERAS,107225960.0
LOJA,2022,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,143564770.0
LOJA,2022,ADMINISTRACIÓN PÚBLICA,305119650.0
LOJA,2022,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",76798510.0
LOJA,2022,ALOJAMIENTO Y SERVICIOS DE COMIDA,16002910.0
LOJA,2022,COMERCIO,249034400.0
LOJA,2022,CONSTRUCCIÓN,95212960.0
LOJA,2022,ECONOMÍA TOTAL,1657629430.0
LOJA,2022,ENSEÑANZA,329196990.0
LOJA,2022,EXPLOTACIÓN DE MINAS Y CANTERAS,3432260.0
LOJA,2022,MANUFACTURA,66391830.0
LOJA,2022,OTROS SERVICIOS,34977860.0
LOJA,2022,SALUD,128660110.0
