provincia,anio,ciiu,total_vab_miles_usd
CAÑAR,2023,EXPLOTACIÓN DE MINAS Y CANTERAS,762350.0
CAÑAR,2023,MANUFACTURA,110181120.0
CAÑAR,2023,OTROS SERVICIOS,12024120.0
CAÑAR,2023,SALUD,29588240.0
CAÑAR,2023,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,17664800.0
CAÑAR,2023,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",72898880.0
CAÑAR,2024,ACTIVIDADES FINANCIERAS,73300300.0
CAÑAR,2024,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,47769470.0
CAÑAR,2024,ADMINISTRACIÓN PÚBLICA,134699700.0
CAÑAR,2024,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",94685020.0
CAÑAR,2024,ALOJAMIENTO Y SERVICIOS DE COMIDA,3586300.0
CAÑAR,2024,COMERCIO,110114500.0
CAÑAR,2024,CONSTRUCCIÓN,48937700.0
CAÑAR,2024,ECONOMÍA TOTAL,857451490.0
CAÑAR,2024,ENSEÑANZA,94722650.0
CAÑAR,2024,EXPLOTACIÓN DE MINAS Y CANTERAS,833270.0
CAÑAR,2024,MANUFACTURA,129291950.0
CAÑAR,2024,OTROS SERVICIOS,9641580.0
CAÑAR,2024,SALUD,32757130.0
CAÑAR,2024,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,17428200.0
CAÑAR,2024,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",59683720.0
CHIMBORAZO,2018,ACTIVIDADES FINANCIERAS,56806910.0
CHIMBORAZO,2018,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,117644790.0
CHIMBORAZO,2018,ADMINISTRACIÓN PÚBLICA,249108570.0
CHIMBORAZO,2018,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",141306410.0
CHIMBORAZO,2018,ALOJAMIENTO Y SERVICIOS DE COMIDA,19919210.0
CHIMBORAZO,2018,COMERCIO,178814660.0
CHIMBORAZO,2018,CONSTRUCCIÓN,104891320.0
CHIMBORAZO,2018,ECONOMÍA TOTAL,1339980770.0
CHIMBORAZO,2018,ENSEÑANZA,183371520.0
CHIMBORAZO,2018,EXPLOTACIÓN DE MINAS Y CANTERAS,2897480.0
CHIMBORAZO,2018,MANUFACTURA,119880450.0
CHIMBORAZO,2018,OTROS SERVICIOS,17200380.0
CHIMBORAZO,2018,SALUD,68337870.0
CHIMBORAZO,2018,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,19190160.0
CHIMBORAZO,2018,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",60611040.0
CHIMBORAZO,2019,ACTIVIDADES FINANCIERAS,59701890.0
CHIMBORAZO,2019,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,126622340.0
CHIMBORAZO,2019,ADMINISTRACIÓN PÚBLICA,247651430.0
CHIMBORAZO,2019,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",157570380.0
CHIMBORAZO,2019,ALOJAMIENTO Y SERVICIOS DE COMIDA,20390250.0
CHIMBORAZO,2019,COMERCIO,190863890.0
CHIMBORAZO,2019,CONSTRUCCIÓN,99261280.0
CHIMBORAZO,2019,ECONOMÍA TOTAL,1378326400.0
CHIMBORAZO,2019,ENSEÑANZA,178703080.0
CHIMBORAZO,2019,EXPLOTACIÓN DE MINAS Y CANTERAS,2269900.0
CHIMBORAZO,2019,MANUFACTURA,122107090.0
CHIMBORAZO,2019,OTROS SERVICIOS,21199290.0
CHIMBORAZO,2019,SALUD,65276980.0
CHIMBORAZO,2019,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,20552320.0
CHIMBORAZO,2019,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",66156280.0
CHIMBORAZO,2020,ACTIVIDADES FINANCIERAS,54501230.0
CHIMBORAZO,2020,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,95280000.0
CHIMBORAZO,2020,ADMINISTRACIÓN PÚBLICA,248980180.0
CHIMBORAZO,2020,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",134481760.0
CHIMBORAZO,2020,ALOJAMIENTO Y SERVICIOS DE COMIDA,11746300.0
CHIMBORAZO,2020,COMERCIO,136063340.0
CHIMBORAZO,2020,CONSTRUCCIÓN,67616180.0
CHIMBORAZO,2020,ECONOMÍA TOTAL,1179658100.0
CHIMBORAZO,2020,ENSEÑANZA,165426860.0
CHIMBORAZO,2020,EXPLOTACIÓN DE MINAS Y CANTERAS,1713290.0
CHIMBORAZO,2020,MANUFACTURA,103491250.0
CHIMBORAZO,2020,OTROS SERVICIOS,19213990.0
CHIMBORAZO,2020,SALUD,74730350.0
CHIMBORAZO,2020,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,18698080.0
CHIMBORAZO,2020,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",47715290.0
CHIMBORAZO,2021,ACTIVIDADES FINANCIERAS,75716520.0
CHIMBORAZO,2021,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,89078650.0
CHIMBORAZO,2021,ADMINISTRACIÓN PÚBLICA,197121300.0
CHIMBORAZO,2021,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",173613830.0
CHIMBORAZO,2021,ALOJAMIENTO Y SERVICIOS DE COMIDA,15206560.0
CHIMBORAZO,2021,COMERCIO,163641490.0
CHIMBORAZO,2021,CONSTRUCCIÓN,80578600.0
CHIMBORAZO,2021,ECONOMÍA TOTAL,1234219920.0
CHIMBORAZO,2021,ENSEÑANZA,166629870.0
CHIMBORAZO,2021,EXPLOTACIÓN DE MINAS Y CANTERAS,2455290.0
CHIMBORAZO,2021,MANUFACTURA,103802030.0
CHIMBORAZO,2021,OTROS SERVICIOS,20590460.0
CHIMBORAZO,2021,SALUD,67160010.0
CHIMBORAZO,2021,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,24107430.0
CHIMBORAZO,2021,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",54517880.0
CHIMBORAZO,2022,ACTIVIDADES FINANCIERAS,104495570.0
CHIMBORAZO,2022,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,94598990.0
CHIMBORAZO,2022,ADMINISTRACIÓN PÚBLICA,101554060.0
CHIMBORAZO,2022,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",172063080.0
CHIMBORAZO,2022,ALOJAMIENTO Y SERVICIOS DE COMIDA,17774080.0
CHIMBORAZO,2022,COMERCIO,201852930.0
CHIMBORAZO,2022,CONSTRUCCIÓN,83968360.0
CHIMBORAZO,2022,ECONOMÍA TOTAL,1241715320.0
CHIMBORAZO,2022,ENSEÑANZA,159372260.0
CHIMBORAZO,2022,EXPLOTACIÓN DE MINAS Y CANTERAS,2230750.0
CHIMBORAZO,2022,MANUFACTURA,110934280.0
CHIMBORAZO,2022,OTROS SERVICIOS,25245960.0
CHIMBORAZO,2022,SALUD,86330690.0
CHIMBORAZO,2022,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,24520100.0
CHIMBORAZO,2022,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",56774210.0
CHIMBORAZO,2023,ACTIVIDADES FINANCIERAS,90839950.0
CHIMBORAZO,2023,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,102265340.0
CHIMBORAZO,2023,ADMINISTRACIÓN PÚBLICA,166533900.0
CHIMBORAZO,2023,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",200312890.0
CHIMBORAZO,2023,ALOJAMIENTO Y SERVICIOS DE COMIDA,11124460.0
CHIMBORAZO,2023,COMERCIO,207361420.0
CHIMBORAZO,2023,CONSTRUCCIÓN,90872860.0
CHIMBORAZO,2023,ECONOMÍA TOTAL,1356963560.0
CHIMBORAZO,2023,ENSEÑANZA,170053100.0
CHIMBORAZO,2023,EXPLOTACIÓN DE MINAS Y CANTERAS,2319640.0
CHIMBORAZO,2023,MANUFACTURA,119650320.0
CHIMBORAZO,2023,OTROS SERVICIOS,28840900.0
CHIMBORAZO,2023,SALUD,89785200.0
CHIMBORAZO,2023,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,19495100.0
CHIMBORAZO,2023,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",57508480.0
CHIMBORAZO,2024,ACTIVIDADES FINANCIERAS,104014980.0
CHIMBORAZO,2024,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,100934500.0
CHIMBORAZO,2024,ADMINISTRACIÓN PÚBLICA,229554230.0
CHIMBORAZO,2024,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",175222520.0
CHIMBORAZO,2024,ALOJAMIENTO Y SERVICIOS DE COMIDA,12139570.0
CHIMBORAZO,2024,COMERCIO,197833180.0
CHIMBORAZO,2024,CONSTRUCCIÓN,84293030.0
CHIMBORAZO,2024,ECONOMÍA TOTAL,1339321560.0
CHIMBORAZO,2024,ENSEÑANZA,144947460.0
CHIMBORAZO,2024,EXPLOTACIÓN DE MINAS Y CANTERAS,1943440.0
CHIMBORAZO,2024,MANUFACTURA,107818940.0
CHIMBORAZO,2024,OTROS SERVICIOS,27419820.0
CHIMBORAZO,2024,SALUD,81732910.0
CHIMBORAZO,2024,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,15340120.0
CHIMBORAZO,2024,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",56126860.0
COTOPAXI,2018,ACTIVIDADES FINANCIERAS,57710770.0
COTOPAXI,2018,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,135484310.0
COTOPAXI,2018,ADMINISTRACIÓN PÚBLICA,212501640.0
COTOPAXI,2018,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",486038700.0
COTOPAXI,2018,ALOJAMIENTO Y SERVICIOS DE COMIDA,15455460.0
COTOPAXI,2018,COMERCIO,195665740.0
COTOPAXI,2018,CONSTRUCCIÓN,91912510.0
COTOPAXI,2018,ECONOMÍA TOTAL,1772717490.0
COTOPAXI,2018,ENSEÑANZA,144712230.0
COTOPAXI,2018,EXPLOTACIÓN DE MINAS Y CANTERAS,1683950.0
COTOPAXI,2018,MANUFACTURA,215004100.0
COTOPAXI,2018,OTROS SERVICIOS,20167470.0
COTOPAXI,2018,SALUD,38285720.0
COTOPAXI,2018,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,32270420.0
COTOPAXI,2018,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",125824470.0
COTOPAXI,2019,ACTIVIDADES FINANCIERAS,60154110.0
COTOPAXI,2019,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,108695330.0
COTOPAXI,2019,ADMINISTRACIÓN PÚBLICA,171978930.0
COTOPAXI,2019,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",498666040.0
COTOPAXI,2019,ALOJAMIENTO Y SERVICIOS DE COMIDA,17501190.0
COTOPAXI,2019,COMERCIO,208707100.0
COTOPAXI,2019,CONSTRUCCIÓN,84569830.0
COTOPAXI,2019,ECONOMÍA TOTAL,1733859900.0
COTOPAXI,2019,ENSEÑANZA,147762960.0
COTOPAXI,2019,EXPLOTACIÓN DE MINAS Y CANTERAS,1937460.0
COTOPAXI,2019,MANUFACTURA,212723060.0
COTOPAXI,2019,OTROS SERVICIOS,24574640.0
COTOPAXI,2019,SALUD,39594630.0
COTOPAXI,2019,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,33985030.0
COTOPAXI,2019,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",123009590.0
COTOPAXI,2020,ACTIVIDADES FINANCIERAS,59364430.0
COTOPAXI,2020,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,82057810.0
COTOPAXI,2020,ADMINISTRACIÓN PÚBLICA,171491160.0
COTOPAXI,2020,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",479700300.0
COTOPAXI,2020,ALOJAMIENTO Y SERVICIOS DE COMIDA,12333750.0
COTOPAXI,2020,COMERCIO,158721200.0
COTOPAXI,2020,CONSTRUCCIÓN,66738770.0
COTOPAXI,2020,ECONOMÍA TOTAL,1561524550.0
COTOPAXI,2020,ENSEÑANZA,135985580.0
COTOPAXI,2020,EXPLOTACIÓN DE MINAS Y CANTERAS,2515870.0
COTOPAXI,2020,MANUFACTURA,198043770.0
COTOPAXI,2020,OTROS SERVICIOS,19094210.0
COTOPAXI,2020,SALUD,40645190.0
COTOPAXI,2020,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,29966100.0
COTOPAXI,2020,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",104866410.0
COTOPAXI,2021,ACTIVIDADES FINANCIERAS,67974030.0
COTOPAXI,2021,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,84628450.0
COTOPAXI,2021,ADMINISTRACIÓN PÚBLICA,186458850.0
COTOPAXI,2021,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",447030750.0
COTOPAXI,2021,ALOJAMIENTO Y SERVICIOS DE COMIDA,15384690.0
COTOPAXI,2021,COMERCIO,196765180.0
COTOPAXI,2021,CONSTRUCCIÓN,75831280.0
COTOPAXI,2021,ECONOMÍA TOTAL,1641659060.0
COTOPAXI,2021,ENSEÑANZA,137003100.0
COTOPAXI,2021,EXPLOTACIÓN DE MINAS Y CANTERAS,4212000.0
COTOPAXI,2021,MANUFACTURA,224396060.0
COTOPAXI,2021,OTROS SERVICIOS,23594280.0
COTOPAXI,2021,SALUD,37937520.0
COTOPAXI,2021,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,34736040.0
COTOPAXI,2021,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",105706830.0
COTOPAXI,2022,ACTIVIDADES FINANCIERAS,88412690.0
COTOPAXI,2022,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,91385780.0
COTOPAXI,2022,ADMINISTRACIÓN PÚBLICA,218514660.0
COTOPAXI,2022,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",471909160.0
COTOPAXI,2022,ALOJAMIENTO Y SERVICIOS DE COMIDA,15386990.0
COTOPAXI,2022,COMERCIO,215155770.0
COTOPAXI,2022,CONSTRUCCIÓN,76995840.0
COTOPAXI,2022,ECONOMÍA TOTAL,1739835640.0
COTOPAXI,2022,ENSEÑANZA,134661880.0
COTOPAXI,2022,EXPLOTACIÓN DE MINAS Y CANTERAS,4644050.0
COTOPAXI,2022,MANUFACTURA,216498430.0
COTOPAXI,2022,OTROS SERVICIOS,30730120.0
COTOPAXI,2022,SALUD,39247400.0
COTOPAXI,2022,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,34275300.0
COTOPAXI,2022,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",102017570.0
COTOPAXI,2023,ACTIVIDADES FINANCIERAS,85901580.0
COTOPAXI,2023,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,84807840.0
COTOPAXI,2023,ADMINISTRACIÓN PÚBLICA,127890710.0
COTOPAXI,2023,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",495877400.0
COTOPAXI,2023,ALOJAMIENTO Y SERVICIOS DE COMIDA,12234040.0
COTOPAXI,2023,COMERCIO,219302800.0
COTOPAXI,2023,CONSTRUCCIÓN,84160680.0
COTOPAXI,2023,ECONOMÍA TOTAL,1693471330.0
COTOPAXI,2023,ENSEÑANZA,146146420.0
COTOPAXI,2023,EXPLOTACIÓN DE MINAS Y CANTERAS,2296190.0
COTOPAXI,2023,MANUFACTURA,237234730.0
COTOPAXI,2023,OTROS SERVICIOS,19530090.0
COTOPAXI,2023,SALUD,40796780.0
COTOPAXI,2023,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,28589080.0
COTOPAXI,2023,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",108702990.0
COTOPAXI,2024,ACTIVIDADES FINANCIERAS,82837160.0
COTOPAXI,2024,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,87744700.0
COTOPAXI,2024,ADMINISTRACIÓN PÚBLICA,205618640.0
COTOPAXI,2024,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",602106390.0
COTOPAXI,2024,ALOJAMIENTO Y SERVICIOS DE COMIDA,12096540.0
COTOPAXI,2024,COMERCIO,214911610.0
COTOPAXI,2024,CONSTRUCCIÓN,87383620.0
COTOPAXI,2024,ECONOMÍA TOTAL,1851938680.0
COTOPAXI,2024,ENSEÑANZA,130198150.0
COTOPAXI,2024,EXPLOTACIÓN DE MINAS Y CANTERAS,3285720.0
COTOPAXI,2024,MANUFACTURA,226706290.0
COTOPAXI,2024,OTROS SERVICIOS,21948130.0
COTOPAXI,2024,SALUD,47013980.0
COTOPAXI,2024,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,23590420.0
COTOPAXI,2024,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",106497330.0
EL ORO,2018,ACTIVIDADES FINANCIERAS,75812620.0
EL ORO,2018,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,265172080.0
EL ORO,2018,ADMINISTRACIÓN PÚBLICA,295608550.0
EL ORO,2018,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",934466750.0
EL ORO,2018,ALOJAMIENTO Y SERVICIOS DE COMIDA,33512640.0
EL ORO,2018,COMERCIO,635798050.0
EL ORO,2018,CONSTRUCCIÓN,226277270.0
EL ORO,2018,ECONOMÍA TOTAL,3359397710.0
EL ORO,2018,ENSEÑANZA,177194180.0
EL ORO,2018,EXPLOTACIÓN DE MINAS Y CANTERAS,91654210.0
EL ORO,2018,MANUFACTURA,259019460.0
EL ORO,2018,OTROS SERVICIOS,56056410.0
EL ORO,2018,SALUD,91308340.0
EL ORO,2018,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,61902720.0
EL ORO,2018,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",155614430.0
EL ORO,2019,ACTIVIDADES FINANCIERAS,77643650.0
EL ORO,2019,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,263857030.0
EL ORO,2019,ADMINISTRACIÓN PÚBLICA,293527370.0
EL ORO,2019,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",925955940.0
EL ORO,2019,ALOJAMIENTO Y SERVICIOS DE COMIDA,34392120.0
EL ORO,2019,COMERCIO,671252720.0
EL ORO,2019,CONSTRUCCIÓN,203910570.0
EL ORO,2019,ECONOMÍA TOTAL,3383287290.0
EL ORO,2019,ENSEÑANZA,178176410.0
EL ORO,2019,EXPLOTACIÓN DE MINAS Y CANTERAS,88252080.0
EL ORO,2019,MANUFACTURA,241349810.0
EL ORO,2019,OTROS SERVICIOS,67471550.0
EL ORO,2019,SALUD,106862280.0
EL ORO,2019,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,71260270.0
EL ORO,2019,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",159375490.0
EL ORO,2020,ACTIVIDADES FINANCIERAS,68388000.0
EL ORO,2020,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,255329460.0
EL ORO,2020,ADMINISTRACIÓN PÚBLICA,311186170.0
EL ORO,2020,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",868716220.0
EL ORO,2020,ALOJAMIENTO Y SERVICIOS DE COMIDA,26429860.0
EL ORO,2020,COMERCIO,605627500.0
EL ORO,2020,CONSTRUCCIÓN,136095010.0
EL ORO,2020,ECONOMÍA TOTAL,3206663700.0
EL ORO,2020,ENSEÑANZA,162660210.0
EL ORO,2020,EXPLOTACIÓN DE MINAS Y CANTERAS,121001640.0
EL ORO,2020,MANUFACTURA,248968620.0
EL ORO,2020,OTROS SERVICIOS,66880060.0
EL ORO,2020,SALUD,124623760.0
EL ORO,2020,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,64757270.0
EL ORO,2020,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",145999920.0
EL ORO,2021,ACTIVIDADES FINANCIERAS,91138870.0
EL ORO,2021,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,267810950.0
EL ORO,2021,ADMINISTRACIÓN PÚBLICA,267598550.0
EL ORO,2021,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",855890920.0
EL ORO,2021,ALOJAMIENTO Y SERVICIOS DE COMIDA,32314200.0
EL ORO,2021,COMERCIO,753238830.0
EL ORO,2021,CONSTRUCCIÓN,177510930.0
EL ORO,2021,ECONOMÍA TOTAL,3440179310.0
EL ORO,2021,ENSEÑANZA,164041880.0
EL ORO,2021,EXPLOTACIÓN DE MINAS Y CANTERAS,144669680.0
EL ORO,2021,MANUFACTURA,291118300.0
EL ORO,2021,OTROS SERVICIOS,57936850.0
EL ORO,2021,SALUD,106075670.0
EL ORO,2021,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,70318760.0
EL ORO,2021,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",160514920.0
EL ORO,2022,ACTIVIDADES FINANCIERAS,121381950.0
EL ORO,2022,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,299754840.0
EL ORO,2022,ADMINISTRACIÓN PÚBLICA,308288240.0
EL ORO,2022,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",700730330.0
EL ORO,2022,ALOJAMIENTO Y SERVICIOS DE COMIDA,34565650.0
EL ORO,2022,COMERCIO,888194040.0
EL ORO,2022,CONSTRUCCIÓN,196060770.0
EL ORO,2022,ECONOMÍA TOTAL,3706088770.0
EL ORO,2022,ENSEÑANZA,145886860.0
EL ORO,2022,EXPLOTACIÓN DE MINAS Y CANTERAS,215874280.0
EL ORO,2022,MANUFACTURA,390054030.0
EL ORO,2022,OTROS SERVICIOS,64423020.0
EL ORO,2022,SALUD,114119840.0
EL ORO,2022,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,71868270.0
EL ORO,2022,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",154886650.0
EL ORO,2023,ACTIVIDADES FINANCIERAS,112732590.0
EL ORO,2023,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,294643480.0
EL ORO,2023,ADMINISTRACIÓN PÚBLICA,316095440.0
EL ORO,2023,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",901009160.0
EL ORO,2023,ALOJAMIENTO Y SERVICIOS DE COMIDA,30588950.0
EL ORO,2023,COMERCIO,876037510.0
EL ORO,2023,CONSTRUCCIÓN,205487290.0
EL ORO,2023,ECONOMÍA TOTAL,4011471720.0
EL ORO,2023,ENSEÑANZA,161479470.0
EL ORO,2023,EXPLOTACIÓN DE MINAS Y CANTERAS,388690510.0
EL ORO,2023,MANUFACTURA,331144060.0
EL ORO,2023,OTROS SERVICIOS,63844970.0
EL ORO,2023,SALUD,113338620.0
EL ORO,2023,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,65172610.0
EL ORO,2023,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",151207060.0
EL ORO,2024,ACTIVIDADES FINANCIERAS,141659050.0
EL ORO,2024,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,318500280.0
EL ORO,2024,ADMINISTRACIÓN PÚBLICA,333948470.0
EL ORO,2024,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",897410160.0
EL ORO,2024,ALOJAMIENTO Y SERVICIOS DE COMIDA,31498000.0
EL ORO,2024,COMERCIO,732146180.0
EL ORO,2024,CONSTRUCCIÓN,211453890.0
EL ORO,2024,ECONOMÍA TOTAL,3915816430.0
EL ORO,2024,ENSEÑANZA,199036870.0
EL ORO,2024,EXPLOTACIÓN DE MINAS Y CANTERAS,339745270.0
EL ORO,2024,MANUFACTURA,338088440.0
EL ORO,2024,OTROS SERVICIOS,72189970.0
EL ORO,2024,SALUD,106715630.0
EL ORO,2024,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,49963250.0
EL ORO,2024,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",143460970.0
ESMERALDAS,2018,ACTIVIDADES FINANCIERAS,14758100.0
ESMERALDAS,2018,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,108573060.0
ESMERALDAS,2018,ADMINISTRACIÓN PÚBLICA,246371550.0
ESMERALDAS,2018,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",255257950.0
ESMERALDAS,2018,ALOJAMIENTO Y SERVICIOS DE COMIDA,17232250.0
ESMERALDAS,2018,COMERCIO,172891780.0
ESMERALDAS,2018,CONSTRUCCIÓN,78123160.0
ESMERALDAS,2018,ECONOMÍA TOTAL,2473490570.0
ESMERALDAS,2018,ENSEÑANZA,170388700.0
ESMERALDAS,2018,EXPLOTACIÓN DE MINAS Y CANTERAS,1132150.0
ESMERALDAS,2018,MANUFACTURA,962826240.0
ESMERALDAS,2018,OTROS SERVICIOS,30345620.0
ESMERALDAS,2018,SALUD,46249640.0
ESMERALDAS,2018,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,38831810.0
ESMERALDAS,2018,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",330508560.0
ESMERALDAS,2019,ACTIVIDADES FINANCIERAS,17971180.0
ESMERALDAS,2019,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,90268260.0
ESMERALDAS,2019,ADMINISTRACIÓN PÚBLICA,248421860.0
ESMERALDAS,2019,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",251811710.0
ESMERALDAS,2019,ALOJAMIENTO Y SERVICIOS DE COMIDA,17727820.0
ESMERALDAS,2019,COMERCIO,181977290.0
ESMERALDAS,2019,CONSTRUCCIÓN,72329680.0
ESMERALDAS,2019,ECONOMÍA TOTAL,2151602300.0
ESMERALDAS,2019,ENSEÑANZA,170057440.0
ESMERALDAS,2019,EXPLOTACIÓN DE MINAS Y CANTERAS,481370.0
ESMERALDAS,2019,MANUFACTURA,633808640.0
ESMERALDAS,2019,OTROS SERVICIOS,38720060.0
ESMERALDAS,2019,SALUD,43088170.0
ESMERALDAS,2019,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,36167070.0
ESMERALDAS,2019,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",348771750.0
ESMERALDAS,2020,ACTIVIDADES FINANCIERAS,14186470.0
ESMERALDAS,2020,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,71147640.0
ESMERALDAS,2020,ADMINISTRACIÓN PÚBLICA,211850450.0
ESMERALDAS,2020,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",237428940.0
ESMERALDAS,2020,ALOJAMIENTO Y SERVICIOS DE COMIDA,9605720.0
ESMERALDAS,2020,COMERCIO,152375300.0
ESMERALDAS,2020,CONSTRUCCIÓN,46411830.0
ESMERALDAS,2020,ECONOMÍA TOTAL,1932036170.0
ESMERALDAS,2020,ENSEÑANZA,157113620.0
ESMERALDAS,2020,EXPLOTACIÓN DE MINAS Y CANTERAS,331980.0
ESMERALDAS,2020,MANUFACTURA,481072830.0
ESMERALDAS,2020,OTROS SERVICIOS,36349020.0
ESMERALDAS,2020,SALUD,41081590.0
ESMERALDAS,2020,SUMINISTRO DE ELECTRICIDAD Y DE AGUA,29534180.0
ESMERALDAS,2020,"TRANSPORTE, INFORMACIÓN Y COMUNICACIONES",443546600.0
ESMERALDAS,2021,ACTIVIDADES FINANCIERAS,16742360.0
ESMERALDAS,2021,ACTIVIDADES PROFESIONALES E INMOBILIARIAS,77686810.0
ESMERALDAS,2021,ADMINISTRACIÓN PÚBLICA,210027100.0
ESMERALDAS,2021,"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",243537620.0
ESMERALDAS,2021,ALOJAMIENTO Y SERVICIOS DE COMIDA,12432610.0
ESMERALDAS,2021,COMERCIO,176749130.0
